Date,AAPL,MSFT,NVDA,AVGO,AMD,INTC,QCOM,TXN,MU,ORCL,CRM,NOW,SNOW,PANW,ANET,ADBE,SHOP,SAP,ASML,TSM,LRCX,KLAC,AMAT,ADI,NXPI,INTU,CDNS,CRWD,ZS,MDB
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,24.2375545501709,39.85845947265625,0.48301130533218384,7.574806213378906,2.6700000762939453,27.896455764770508,54.33494567871094,39.557952880859375,33.919166564941406,37.58310317993164,58.62333297729492,67.37999725341797,,20.23666763305664,3.9175000190734863,72.33999633789062,,58.99245071411133,96.40486907958984,16.676713943481445,6.803585529327393,56.88383102416992,21.76457405090332,44.51115036010742,68.56224060058594,83.39218139648438,18.829999923706055,,,
2015-01-05,23.554737091064453,39.49192810058594,0.4748533368110657,7.453718662261963,2.6600000858306885,27.58188819885254,54.07892990112305,38.944034576416016,32.97235870361328,37.05603790283203,57.56447219848633,67.1500015258789,,20.621667861938477,3.987499952316284,71.9800033569336,,56.60041809082031,93.1644515991211,16.27251625061035,6.720521450042725,55.613285064697266,21.066997528076172,43.70170211791992,67.83918762207031,83.06305694580078,18.399999618530273,,,
2015-01-06,23.55695915222168,38.912288665771484,0.4604564607143402,7.284193515777588,2.630000114440918,27.067853927612305,53.31086730957031,38.30050277709961,32.08411407470703,36.673484802246094,56.60456466674805,66.33000183105469,,20.308332443237305,3.9881250858306885,70.52999877929688,,55.320167541503906,90.40873718261719,15.98808765411377,6.608339786529541,53.97046661376953,20.273488998413086,42.67588424682617,64.60791778564453,80.51220703125,17.90999984741211,,,
2015-01-07,23.887283325195312,39.40668487548828,0.45925676822662354,7.480960845947266,2.5799999237060547,27.635602951049805,53.93265151977539,38.98841094970703,31.332521438598633,36.6819953918457,56.337379455566406,67.08999633789062,,20.921667098999023,4.071249961853027,71.11000061035156,,54.82322311401367,90.9203872680664,16.220117568969727,6.642591953277588,54.86875915527344,20.465330123901367,43.12468338012695,66.3485336303711,81.30073547363281,18.420000076293945,,,
2015-01-08,24.80508041381836,40.565948486328125,0.4765329360961914,7.854820728302002,2.609999895095825,28.149642944335938,54.50320816040039,39.624534606933594,32.86497497558594,36.90301513671875,57.980098724365234,68.88999938964844,,21.20166778564453,4.132500171661377,72.91999816894531,,55.69918441772461,92.8233642578125,16.32491111755371,6.814717769622803,55.78323745727539,21.119314193725586,43.886043548583984,69.48162078857422,82.39185333251953,18.610000610351562,,,
2015-01-09,24.83168601989746,40.22499084472656,0.47845232486724854,7.938827037811279,2.630000114440918,28.203351974487305,54.437374114990234,39.64672088623047,32.72832107543945,36.88601303100586,57.5545768737793,67.11000061035156,,20.969999313354492,4.151249885559082,71.83999633789062,,54.77268981933594,91.63848876953125,15.868326187133789,6.82756233215332,55.977455139160156,21.13675880432129,43.85397720336914,71.69534301757812,80.65888214111328,18.549999237060547,,,
2015-01-12,24.219812393188477,39.7220573425293,0.4724538028240204,7.80714225769043,2.630000114440918,28.080591201782227,53.815589904785156,39.29167556762695,30.903039932250977,36.783992767333984,57.12904739379883,68.19000244140625,,21.213333129882812,4.129374980926514,71.12000274658203,,57.02154541015625,92.8592758178711,15.561433792114258,6.620328903198242,54.2941780090332,20.63100242614746,43.413185119628906,71.72209930419922,79.51280975341797,18.360000610351562,,,
2015-01-13,24.434864044189453,39.51750183105469,0.4717339277267456,7.763250350952148,2.6600000858306885,28.00387191772461,53.37669372558594,39.04757308959961,30.10264778137207,36.49496078491211,57.366554260253906,67.2699966430664,,20.791667938232422,4.07937479019165,70.58999633789062,,56.33931350708008,92.8592758178711,15.756049156188965,6.556105136871338,53.403968811035156,20.343252182006836,42.91631317138672,70.7313003540039,79.1368637084961,18.43000030517578,,,
2015-01-14,24.34174346923828,39.17652130126953,0.47365352511405945,7.824548244476318,2.630000114440918,27.888790130615234,52.82809066772461,38.98841094970703,29.33153533935547,36.60547637939453,56.654048919677734,66.33999633789062,,21.049999237060547,4.066249847412109,69.98999786376953,,56.40669250488281,92.55408477783203,15.763538360595703,6.512430191040039,53.04787826538086,20.072938919067383,42.884254455566406,71.47217559814453,79.06351470947266,18.260000228881836,,,
2015-01-15,23.681095123291016,38.76737976074219,0.4702942669391632,7.6678900718688965,2.5199999809265137,27.766027450561523,52.2136344909668,38.751705169677734,28.599462509155273,36.23994827270508,54.53632736206055,63.630001068115234,,20.34666633605957,3.950624942779541,70.29000091552734,,56.33088684082031,91.52179718017578,17.133298873901367,6.566379547119141,54.11613082885742,20.343252182006836,42.25914001464844,68.38372039794922,78.00908660888672,17.729999542236328,,,
