Date,LIN,APD,ECL,SHW,PPG,MLM,VMC,NUE,STLD,FCX,ALB,DD
2015-02-10,102.20111846923828,107.09054565429688,96.271728515625,84.22589111328125,93.87586975097656,125.85967254638672,71.04859924316406,36.90473937988281,15.166337013244629,16.697254180908203,44.57282638549805,22.30571746826172
2015-02-11,101.74297332763672,106.8910140991211,97.14260864257812,83.5913314819336,93.86763000488281,128.47332763671875,71.26786041259766,36.82754135131836,15.206025123596191,16.59908676147461,45.43574905395508,22.112567901611328
2015-02-12,102.56932830810547,108.46581268310547,98.44011688232422,85.11609649658203,95.84598541259766,130.29835510253906,72.55615997314453,37.32156753540039,15.729815483093262,17.37549591064453,46.102169036865234,22.60466766357422
2015-02-13,103.82118225097656,108.88618469238281,99.19550323486328,85.71158599853516,97.38428497314453,133.18711853027344,72.97649383544922,37.7461051940918,15.880609512329102,18.107282638549805,46.64043045043945,22.73804473876953
2015-02-16,,,,,,,,,,,,
2015-02-17,104.27935028076172,109.34938049316406,99.23991394042969,86.04238891601562,97.0058822631836,131.7564697265625,73.78966522216797,37.57628631591797,15.650455474853516,18.696285247802734,46.81129455566406,22.797834396362305
2015-02-18,104.42659759521484,109.64151000976562,99.14218139648438,86.62882232666016,97.4430923461914,132.93035888671875,74.07292175292969,37.24436569213867,15.317134857177734,18.999710083007812,46.87110900878906,22.724246978759766
2015-02-19,105.43302154541016,111.21627807617188,99.32878112792969,86.24088287353516,97.13788604736328,132.97618103027344,74.2464828491211,37.159461975097656,15.269514083862305,18.839075088500977,46.503726959228516,22.84842300415039
2015-02-20,105.80122375488281,112.34207916259766,100.00418853759766,87.14010620117188,97.60811614990234,131.3621826171875,73.99067687988281,37.42191696166992,15.452045440673828,18.990785598754883,47.39227294921875,22.779434204101562
2015-02-23,105.04846954345703,111.23051452636719,99.00883483886719,87.08293151855469,97.5462417602539,131.53646850585938,73.29627227783203,37.05141067504883,15.459985733032227,18.37501335144043,47.46916580200195,22.76103973388672
2015-02-24,105.0402603149414,111.85761260986328,100.421875,87.40174865722656,97.66172790527344,131.40798950195312,73.76226043701172,37.553131103515625,15.62664794921875,18.937240600585938,47.913448333740234,22.908220291137695
2015-02-25,105.21212768554688,111.90745544433594,102.77689361572266,86.53861236572266,97.2080078125,130.67433166503906,75.36316680908203,36.82754135131836,14.999675750732422,19.187116622924805,48.127052307128906,22.92660903930664
2015-02-26,104.64755249023438,111.60816955566406,103.22126770019531,86.72550964355469,97.27812957763672,130.25131225585938,75.37235260009766,36.480201721191406,14.761585235595703,18.839075088500977,48.101402282714844,22.650665283203125
2015-02-27,104.64755249023438,111.25900268554688,102.67914581298828,85.9719009399414,97.08838653564453,130.8950653076172,75.93036651611328,36.30265426635742,14.460004806518555,19.303133010864258,48.332096099853516,22.64606285095215
2015-03-02,106.5948715209961,112.6770248413086,103.05241394042969,87.68709564208984,98.04531860351562,131.83314514160156,77.3026351928711,36.37984085083008,14.333022117614746,18.85692024230957,48.42607498168945,22.696653366088867
2015-03-03,105.58848571777344,111.20199584960938,103.25679779052734,86.19195556640625,96.74191284179688,131.51126098632812,77.54962921142578,36.39527130126953,14.372703552246094,18.73198127746582,48.47733688354492,22.650665283203125
2015-03-04,105.08247375488281,110.2614517211914,103.24790954589844,86.1858901977539,97.07189178466797,131.3549041748047,77.39411926269531,36.595970153808594,14.642538070678711,18.624893188476562,47.33247756958008,22.797834396362305
2015-03-05,105.09893798828125,110.34695434570312,103.77222442626953,87.1686019897461,97.11727905273438,131.01463317871094,77.73258209228516,36.77351379394531,14.888565063476562,18.018041610717773,47.22993850708008,22.485092163085938
2015-03-06,103.90594482421875,108.74368286132812,102.21263122558594,86.34567260742188,95.68182373046875,129.38682556152344,77.53134155273438,36.30265426635742,14.46794319152832,17.348730087280273,46.845489501953125,22.048175811767578
2015-03-09,103.87303924560547,109.65576171875,103.27315521240234,86.13465881347656,95.8138427734375,128.63265991210938,77.1654052734375,36.426170349121094,14.190170288085938,17.50935935974121,46.90528869628906,22.043577194213867
2015-03-10,102.31803131103516,108.38028717041016,102.39086151123047,84.844482421875,93.908203125,126.56348419189453,75.408935546875,35.6388053894043,13.579072952270508,16.81327247619629,46.42683410644531,21.666452407836914
2015-03-11,102.20284271240234,107.81024932861328,102.04331970214844,84.69075012207031,92.88111877441406,127.73141479492188,76.14993286132812,35.87811279296875,13.975889205932617,16.7864990234375,45.74333190917969,21.514677047729492
2015-03-12,103.3629379272461,109.22822570800781,103.21076965332031,85.98094177246094,94.74551391601562,131.9618682861328,77.85150146484375,36.41844177246094,14.539371490478516,16.857887268066406,46.08695983886719,21.827415466308594
2015-03-13,101.8572769165039,108.30904388427734,102.01656341552734,85.98392486572266,94.0071792602539,130.41685485839844,77.40323638916016,36.117401123046875,14.507624626159668,16.188573837280273,45.477027893066406,21.63884925842285
2015-03-16,102.21927642822266,108.7579345703125,102.64041137695312,86.8581314086914,94.90225219726562,130.93182373046875,77.86067199707031,36.51107406616211,14.523497581481934,16.036855697631836,45.34818649291992,21.629661560058594
2015-03-17,101.05098724365234,108.76508331298828,101.87397766113281,86.22809600830078,93.73908996582031,130.91351318359375,77.85150146484375,36.595970153808594,14.78539752960205,15.546030044555664,45.09046936035156,21.445690155029297
2015-03-18,102.68824768066406,110.21868133544922,103.11273193359375,85.24842071533203,94.72075653076172,131.0421905517578,78.46444702148438,38.031715393066406,16.086946487426758,16.26889419555664,45.31380081176758,21.864208221435547
2015-03-19,100.38456726074219,108.48005676269531,102.49781799316406,85.75787353515625,93.28945922851562,127.53826904296875,77.02818298339844,35.58478927612305,15.690142631530762,15.403241157531738,44.386070251464844,21.491682052612305
2015-03-20,100.31049346923828,108.81495666503906,102.7294921875,87.41883850097656,94.48151397705078,127.37275695800781,76.8909683227539,36.38758087158203,16.03140640258789,16.429527282714844,44.884300231933594,21.749231338500977
2015-03-23,100.35985565185547,108.23062133789062,101.84722900390625,86.77374267578125,93.39671325683594,128.40280151367188,77.12879943847656,36.77351379394531,16.190122604370117,17.25056266784668,44.59222412109375,21.721643447875977
2015-03-24,100.0060806274414,108.43728637695312,101.22338104248047,86.17085266113281,93.00900268554688,129.38682556152344,77.88807678222656,36.29494094848633,16.06314468383789,17.11669158935547,44.6695442199707,21.712438583374023
2015-03-25,98.97760009765625,107.35420989990234,101.43729400634766,84.81135559082031,91.75920867919922,128.7154541015625,76.79029846191406,36.094242095947266,16.142501831054688,17.036378860473633,43.965126037597656,21.537677764892578
2015-03-26,99.15040588378906,107.71050262451172,101.82941436767578,84.19940948486328,91.28072357177734,130.70191955566406,76.8543472290039,36.364402770996094,15.880609512329102,17.402273178100586,43.81050109863281,21.551471710205078
2015-03-27,98.86245727539062,108.84344482421875,101.81157684326172,84.91081237792969,91.96542358398438,130.34329223632812,77.00067901611328,36.17924118041992,15.583331108093262,16.77757453918457,44.28297424316406,22.164045333862305
2015-03-30,99.98137664794922,110.17585754394531,102.30172729492188,85.68248748779297,92.59654998779297,131.36407470703125,78.11682891845703,36.82501220703125,16.158710479736328,17.295177459716797,45.038936614990234,22.59099006652832
2015-03-31,99.33964538574219,108.3706283569336,101.93634796142578,85.76090240478516,93.02960968017578,128.56829833984375,77.11965942382812,36.98062515258789,16.062816619873047,16.911441802978516,45.39112854003906,22.266141891479492
2015-04-01,99.56178283691406,107.5181655883789,101.187744140625,86.15876007080078,92.58413696289062,127.00486755371094,77.04650115966797,36.031402587890625,15.807089805603027,16.929283142089844,45.1591911315918,22.229019165039062
2015-04-02,100.59845733642578,108.19873809814453,101.03623962402344,85.71563720703125,92.22117614746094,126.32433319091797,77.12879943847656,36.770538330078125,16.326536178588867,16.956058502197266,45.43408203125,22.386798858642578
2015-04-03,,,,,,,,,,,,
2015-04-06,100.59021759033203,108.9509048461914,102.16807556152344,86.4782943725586,92.48516845703125,128.14524841308594,77.27519989013672,36.365966796875,15.998880386352539,17.08992576599121,47.24663162231445,22.59099006652832
2015-04-07,101.00981140136719,108.29901885986328,102.10566711425781,86.69535064697266,92.76564025878906,124.89888000488281,76.14077758789062,36.57603073120117,16.238622665405273,16.93820571899414,47.46137619018555,22.516740798950195
2015-04-08,100.67250061035156,108.14860534667969,102.79188537597656,87.61475372314453,93.27298736572266,125.24832916259766,76.11335754394531,37.02729797363281,16.318540573120117,16.795419692993164,48.0025749206543,22.44713592529297
2015-04-09,100.84529113769531,108.9222412109375,103.25531005859375,87.7353515625,94.18456268310547,126.00248718261719,75.73828125,37.182918548583984,16.542306900024414,16.75972557067871,50.691341400146484,22.618833541870117
2015-04-10,100.67250061035156,108.82914733886719,103.70096588134766,87.61475372314453,94.66304016113281,127.40955352783203,76.24140930175781,37.51746368408203,16.470375061035156,16.331357955932617,50.467994689941406,22.45640754699707
2015-04-13,99.73458099365234,107.86918640136719,102.87210083007812,87.35855102539062,94.70014953613281,126.91292572021484,75.95781707763672,36.848358154296875,16.406444549560547,16.340309143066406,50.150146484375,22.400726318359375
2015-04-14,99.5535659790039,108.7718276977539,103.5138168334961,87.47608947753906,94.02781677246094,127.08765411376953,76.15909576416016,37.1984748840332,16.782041549682617,16.957773208618164,50.656986236572266,22.660606384277344
2015-04-15,99.96492004394531,109.13714599609375,104.28914642333984,87.0359878540039,93.74319458007812,130.75704956054688,76.67138671875,37.750892639160156,16.97383689880371,18.496946334838867,50.94905090332031,23.254619598388672
2015-04-16,99.75102996826172,108.59272003173828,104.11981964111328,85.5528793334961,93.52872467041016,130.6007537841797,75.70166778564453,36.86391830444336,16.71811294555664,18.640127182006836,50.45938491821289,23.087549209594727
2015-04-17,99.10104370117188,107.34626770019531,102.66712951660156,85.04944610595703,93.47096252441406,128.97299194335938,74.95149230957031,36.10920715332031,16.33452033996582,18.496946334838867,50.7257080078125,23.0457820892334
2015-04-20,100.3763198852539,108.43512725830078,103.5138168334961,84.98015594482422,93.91230010986328,128.7246856689453,74.80514526367188,36.86391830444336,16.68614387512207,18.487993240356445,50.84596633911133,23.245332717895508
2015-04-21,99.7427978515625,108.83627319335938,103.27315521240234,85.13385772705078,93.6524658203125,127.25314331054688,74.43921661376953,36.420433044433594,17.00580406188965,18.103199005126953,50.467994689941406,23.0411434173584
2015-04-22,99.76748657226562,108.50672912597656,103.42467498779297,84.89875793457031,93.38434600830078,126.21399688720703,74.01840209960938,36.42820739746094,17.013803482055664,18.407451629638672,50.63120651245117,23.212844848632812
2015-04-23,100.26113891601562,107.88351440429688,103.24642181396484,85.11579895019531,93.16984558105469,127.13359069824219,75.31745147705078,37.67308044433594,17.565208435058594,17.960023880004883,50.63980484008789,23.667638778686523
2015-04-24,100.75479125976562,107.4967041015625,103.0146713256836,85.19414520263672,92.10980224609375,127.40036010742188,76.36038970947266,37.43190002441406,17.469314575195312,18.631174087524414,50.6827507019043,23.723329544067383
2015-04-27,101.68448638916016,108.2130355834961,103.46033477783203,85.28158569335938,91.09510803222656,125.00006103515625,76.0401611328125,37.813133239746094,17.469314575195312,19.526042938232422,50.270416259765625,23.8857479095459
2015-04-28,101.02629089355469,109.57415771484375,100.67974853515625,84.97110748291016,91.0579833984375,125.16557312011719,76.01272583007812,38.560062408447266,17.764991760253906,20.295635223388672,51.06932830810547,24.048175811767578
2015-04-29,102.58955383300781,108.79328918457031,101.96308135986328,84.16321563720703,91.63957977294922,125.3494873046875,75.99443817138672,38.27218246459961,17.565208435058594,20.483552932739258,51.75653076171875,23.950719833374023
2015-04-30,100.31873321533203,102.74720764160156,99.79743194580078,83.80147552490234,91.38795471191406,131.18934631347656,78.2357406616211,38.01542282104492,17.685077667236328,20.823598861694336,51.2840690612793,23.667638778686523
2015-05-01,100.99337768554688,105.01811218261719,101.55311584472656,85.05549621582031,92.62125396728516,135.95314025878906,80.80641174316406,38.12434387207031,17.637126922607422,21.172597885131836,51.91975021362305,23.98784828186035
2015-05-04,100.59845733642578,105.72012329101562,101.57095336914062,84.41644287109375,92.81924438476562,136.4681854248047,80.59598541259766,38.295528411865234,17.812942504882812,20.930988311767578,51.64485549926758,23.969284057617188
2015-05-05,99.47949981689453,104.16563415527344,100.13610076904297,82.87608337402344,91.39620971679688,135.0795135498047,78.21745300292969,38.04653549194336,17.589181900024414,20.895193099975586,51.54178237915039,23.830059051513672
2015-05-06,98.60740661621094,104.26592254638672,100.26089477539062,83.76831817626953,91.590087890625,137.11195373535156,79.90988159179688,37.80535125732422,17.333452224731445,20.81465721130371,51.54178237915039,23.61194610595703
2015-05-07,99.3642807006836,104.72440338134766,100.9560546875,84.82640075683594,93.07154083251953,138.48226928710938,81.87675476074219,37.85981750488281,17.39738655090332,20.501447677612305,53.972843170166016,23.500574111938477
2015-05-08,99.57002258300781,105.99951934814453,102.30172729492188,86.57478332519531,94.78471374511719,142.4459991455078,82.76412963867188,38.04653549194336,17.613157272338867,20.84150505065918,54.25632095336914,24.062101364135742
2015-05-11,98.0314712524414,104.59544372558594,101.22338104248047,86.49942016601562,94.07299041748047,141.42515563964844,83.51428985595703,38.06988525390625,17.525251388549805,20.555143356323242,54.3336296081543,24.085298538208008
2015-05-12,96.95364379882812,103.49943542480469,101.10752868652344,87.0299301147461,92.89775085449219,138.6385955810547,82.54456329345703,37.60304641723633,17.27751350402832,20.340373992919922,53.84397506713867,23.644433975219727
2015-05-13,96.9289779663086,103.83609771728516,101.60661315917969,86.9967041015625,93.27430725097656,141.59986877441406,83.13004302978516,37.937625885009766,17.389392852783203,20.23299217224121,53.72371292114258,23.54233741760254
2015-05-14,99.23268127441406,105.7488021850586,103.37120056152344,88.01495361328125,94.68130493164062,142.24363708496094,84.82246398925781,38.59119415283203,17.42136001586914,20.403017044067383,54.660057067871094,23.779014587402344
2015-05-15,100.70540618896484,106.36486053466797,103.48704528808594,87.99078369140625,95.88136291503906,142.8414764404297,84.1546401977539,38.37331771850586,17.309480667114258,20.429861068725586,55.304325103759766,23.904321670532227
2015-05-18,100.2529067993164,105.97086334228516,103.24642181396484,87.93942260742188,95.56272888183594,142.83224487304688,84.32848358154297,38.16325378417969,17.333452224731445,19.80345916748047,54.34221267700195,23.667638778686523
2015-05-19,99.8250503540039,105.66997528076172,103.13947296142578,88.3593978881836,95.17372131347656,141.8665771484375,84.47482299804688,37.30739974975586,17.021785736083984,19.051761627197266,53.86116409301758,23.54233741760254
2015-05-20,99.948486328125,105.39060974121094,102.99688720703125,86.91818237304688,94.7350845336914,141.16758728027344,84.10891723632812,37.39298629760742,17.053760528564453,18.863845825195312,53.72371292114258,23.68620491027832
2015-05-21,100.26113891601562,106.01383972167969,103.41575622558594,86.85167694091797,94.8592300415039,142.16090393066406,84.1180419921875,37.1673469543457,16.92588996887207,19.105459213256836,53.8697624206543,23.843984603881836
2015-05-22,100.38456726074219,105.13988494873047,102.7206039428711,86.56768035888672,94.84266662597656,140.06407165527344,83.87078094482422,37.42409896850586,17.38139533996582,18.783302307128906,53.14816665649414,23.802217483520508
2015-05-25,,,,,,,,,,,,
2015-05-26,100.10481262207031,104.61692810058594,101.43729400634766,86.53140258789062,93.820556640625,139.0064697265625,82.68021392822266,36.716087341308594,17.237560272216797,17.968971252441406,52.53825378417969,23.49128532409668
2015-05-27,99.9896240234375,105.69148254394531,101.99874114990234,87.54358673095703,94.82198333740234,140.606689453125,83.3121566772461,37.1984748840332,17.49327850341797,18.031612396240234,52.67569351196289,23.760452270507812
2015-05-28,100.99337768554688,106.16424560546875,102.31066131591797,87.594970703125,95.10340118408203,139.29733276367188,82.8817138671875,37.01953125,17.34943962097168,18.040559768676758,52.04861831665039,23.932159423828125
2015-05-29,101.08391571044922,105.13272094726562,102.17695617675781,87.07227325439453,94.7185287475586,137.39781188964844,82.35967254638672,36.801673889160156,17.429349899291992,17.58417510986328,51.67062759399414,24.164196014404297
2015-06-01,100.75479125976562,105.626953125,102.5423583984375,87.09040069580078,94.77648162841797,135.5998077392578,82.02999877929688,37.02729797363281,17.541234970092773,17.315723419189453,51.412925720214844,24.25236701965332
2015-06-02,100.82061004638672,106.12841796875,103.08599853515625,86.57069396972656,94.45369720458984,137.73902893066406,82.6069564819336,38.443359375,17.916831970214844,18.309022903442383,52.10873794555664,24.433359146118164
2015-06-03,101.64405822753906,106.26453399658203,103.70096588134766,86.79425811767578,95.17372131347656,136.33746337890625,81.63619995117188,38.723453521728516,17.9727725982666,17.78104591369629,52.78737258911133,24.600419998168945
2015-06-04,100.45231628417969,104.53811645507812,101.6155014038086,85.26844787597656,94.66886901855469,136.4665985107422,81.15994262695312,38.17103576660156,17.741016387939453,17.467844009399414,52.632747650146484,24.618982315063477
2015-06-05,100.45231628417969,104.28742218017578,101.60661315917969,84.71553039550781,94.6109619140625,136.55880737304688,81.61786651611328,38.06211471557617,17.717044830322266,17.58417510986328,52.512489318847656,24.164196014404297
2015-06-08,100.7916488647461,103.54238891601562,101.24121856689453,84.08707427978516,94.3916015625,137.08433532714844,81.0958480834961,37.750892639160156,17.42136001586914,17.360458374023438,52.13451385498047,23.853256225585938
2015-06-09,100.93232727050781,103.46360778808594,101.29468536376953,84.04777526855469,94.86749267578125,137.02906799316406,80.66542053222656,37.58750534057617,17.45332908630371,17.915279388427734,52.057193756103516,23.90894889831543
2015-06-10,101.80130767822266,104.54530334472656,103.03254699707031,85.35306549072266,95.95584869384766,139.84129333496094,82.07579040527344,38.04653549194336,17.517257690429688,18.39850425720215,52.546836853027344,24.127065658569336
2015-06-11,101.99163818359375,104.7315673828125,103.12165832519531,85.43765258789062,96.82901763916016,140.10865783691406,81.92925262451172,38.04653549194336,17.309480667114258,17.834735870361328,52.79595184326172,24.20595932006836
2015-06-12,101.94195556640625,103.83609771728516,102.12063598632812,84.87567138671875,96.52275085449219,136.3651123046875,81.40721130371094,37.80535125732422,17.39738655090332,17.72736167907715,51.596256256103516,24.057456970214844
2015-06-15,100.3199234008789,103.2486801147461,101.7810287475586,84.25621032714844,95.53375244140625,134.7238311767578,80.39067840576172,36.957279205322266,16.989824295043945,17.530487060546875,49.99087905883789,24.06673812866211
2015-06-16,100.75025939941406,104.3805160522461,102.29047393798828,84.33179473876953,96.00550842285156,134.401123046875,80.39984893798828,37.41633605957031,17.08572006225586,17.718406677246094,50.04265594482422,24.40550422668457
2015-06-17,101.51988983154297,104.71003723144531,102.81778717041016,84.6701889038086,96.56001281738281,133.69113159179688,80.10681915283203,37.43966293334961,17.045766830444336,17.915279388427734,50.44832992553711,24.758207321166992
2015-06-18,102.44682312011719,105.26162719726562,104.76615905761719,85.66123962402344,97.5035171508789,135.8765106201172,81.39807891845703,37.221824645996094,17.149648666381836,18.01371955871582,51.47541809082031,24.869586944580078
2015-06-19,101.79299926757812,103.99369812011719,104.72148132324219,85.20199584960938,97.08140563964844,136.6970672607422,81.77357482910156,36.957279205322266,17.093711853027344,17.69156837463379,50.577796936035156,24.72572135925293
2015-06-22,102.08267211914062,104.48082733154297,105.22200012207031,86.16583251953125,97.80146789550781,136.9091033935547,82.2772445678711,36.70052719116211,17.3734130859375,17.360458374023438,50.931663513183594,24.799970626831055
2015-06-23,102.20679473876953,103.7787857055664,104.76615905761719,85.96640014648438,97.9007797241211,136.58642578125,81.66365814208984,37.42409896850586,17.860889434814453,17.995819091796875,50.88850021362305,24.860305786132812
2015-06-24,101.37093353271484,102.95500183105469,103.90816497802734,85.19892883300781,97.63595581054688,134.53945922851562,80.35404968261719,36.902809143066406,17.82093048095703,18.39850425720215,49.74921798706055,24.642189025878906
2015-06-25,101.13921356201172,102.31742095947266,103.64002990722656,85.38627624511719,97.44558715820312,133.90321350097656,79.29170227050781,36.801673889160156,17.701053619384766,17.664716720581055,50.29296112060547,24.6978759765625
2015-06-26,100.61785888671875,101.78014373779297,103.43448638916016,85.53431701660156,97.66905975341797,133.5896759033203,79.20013427734375,36.27074432373047,17.73162078857422,17.843692779541016,51.009334564208984,24.637067794799805
2015-06-29,98.7309341430664,98.79740905761719,100.93193054199219,83.47369384765625,95.16132354736328,131.04476928710938,77.06625366210938,35.29830551147461,17.17675018310547,17.342561721801758,48.54086685180664,23.757678985595703
2015-06-30,98.93785858154297,98.58128356933594,101.05709075927734,83.09600830078125,94.94612121582031,130.48226928710938,76.86479187011719,34.56111526489258,16.66209602355957,16.662464141845703,47.70365905761719,23.9354248046875
2015-07-01,98.71440124511719,99.79885864257812,101.17326354980469,84.84545135498047,96.41932678222656,132.64915466308594,78.13774108886719,34.89049530029297,16.774673461914062,16.46558952331543,47.004547119140625,24.038326263427734
2015-07-02,98.39993286132812,98.97755432128906,100.82469940185547,83.89671325683594,95.93101501464844,132.7783203125,78.18356323242188,34.7022819519043,16.44497299194336,16.46558952331543,47.49650573730469,24.033653259277344
2015-07-03,,,,,,,,,,,,
2015-07-06,97.53923034667969,98.06256866455078,100.01139068603516,84.5886001586914,95.26062774658203,133.20242309570312,78.62315368652344,34.22389221191406,16.14743995666504,15.964468002319336,46.823307037353516,23.65476417541504
2015-07-07,98.06889343261719,98.64613342285156,100.2616195678711,85.69750213623047,95.22750854492188,133.72799682617188,79.17262268066406,34.592491149902344,16.227848052978516,15.436490058898926,46.823307037353516,23.781057357788086
2015-07-08,96.07439422607422,95.81470489501953,98.86737060546875,84.88472747802734,93.6053695678711,133.33151245117188,78.2018814086914,33.56513977050781,15.785567283630371,14.765338897705078,45.804832458496094,23.163618087768555
2015-07-09,95.99990844726562,95.28874969482422,98.85845184326172,83.81817626953125,93.22463989257812,135.33245849609375,78.6872787475586,33.69062423706055,15.584522247314453,15.01590347290039,46.12419509887695,23.5097599029541
2015-07-10,97.13371276855469,97.932861328125,100.35103607177734,84.0598373413086,95.09512329101562,140.9847412109375,82.75348663330078,33.9964714050293,15.777522087097168,14.980108261108398,46.60752487182617,24.047685623168945
2015-07-13,98.0440444946289,98.3363037109375,101.64695739746094,85.22918701171875,96.44412994384766,141.4088592529297,82.81761932373047,34.62384796142578,16.11526870727539,15.288224220275879,47.79860305786133,24.295602798461914
2015-07-14,98.70610046386719,98.84068298339844,102.51388549804688,85.89389038085938,97.3379898071289,140.02581787109375,82.41463470458984,34.64739227294922,16.083091735839844,15.459898948669434,47.75545120239258,24.810144424438477
2015-07-15,98.22612762451172,99.06399536132812,102.42452239990234,85.25333404541016,96.81659698486328,139.1866912841797,81.53545379638672,34.129783630371094,15.857939720153809,14.827407836914062,46.84055709838867,24.370441436767578
