Date,JPM,BAC,C,WFC,GS,MS,BLK,BK,STT,TROW,SCHW,AXP,COF,USB,PNC,TFC,CMA,MTB,RF,CB,TRV,AIG,MET,PRU
2015-02-09,43.2293815612793,13.041138648986816,36.659366607666016,40.06229019165039,146.56884765625,26.507305145263672,275.6999816894531,29.42637825012207,56.49681091308594,54.563255310058594,25.250694274902344,72.81132507324219,63.09450912475586,30.330720901489258,63.75716018676758,24.537321090698242,30.27901840209961,88.74604034423828,6.393716335296631,91.27709197998047,83.3592758178711,40.24946975708008,30.7539119720459,47.98063659667969
2015-02-10,43.70787048339844,13.096977233886719,36.79346466064453,40.32835388183594,148.450927734375,26.9016056060791,283.18707275390625,29.885208129882812,57.32023620605469,55.0791015625,25.601516723632812,73.54817962646484,63.374149322509766,30.571048736572266,64.2486343383789,24.6416015625,30.453380584716797,89.15078735351562,6.386884689331055,91.09773254394531,83.95034790039062,40.45790100097656,31.051836013793945,48.489871978759766
2015-02-11,43.640602111816406,13.049115180969238,37.009498596191406,39.83320999145508,150.9363555908203,27.057830810546875,282.5987854003906,29.92344856262207,57.112518310546875,54.99869918823242,25.47873306274414,73.69384765625,63.58797836303711,30.39938735961914,63.95662307739258,24.536653518676758,30.346086502075195,88.69451141357422,6.366392135620117,91.67652130126953,84.93549346923828,40.33439254760742,31.28767967224121,49.17921829223633
2015-02-12,44.537776947021484,13.296379089355469,37.91089630126953,40.54267501831055,152.64967346191406,27.45213508605957,286.4034729003906,30.137561798095703,57.40925598144531,55.1192626953125,26.27685546875,68.95572662353516,65.20808410644531,30.983057022094727,65.21737670898438,25.13351058959961,31.19779396057129,90.79175567626953,6.516674518585205,92.0841064453125,85.14827728271484,40.48877716064453,31.238040924072266,48.874908447265625
2015-02-13,44.612552642822266,13.248525619506836,38.141845703125,40.89000701904297,152.02232360839844,27.36285400390625,287.28973388671875,29.976974487304688,57.06800842285156,55.233154296875,25.548892974853516,66.89933776855469,64.87092590332031,30.948728561401367,65.80143737792969,25.107271194458008,31.130727767944336,91.17439270019531,6.503012180328369,92.157470703125,85.11675262451172,41.65442657470703,31.56698226928711,49.887184143066406
2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,44.93404769897461,13.264476776123047,38.50685501098633,40.91956329345703,152.84271240234375,27.467018127441406,290.5671691894531,30.175811767578125,57.32023620605469,55.26665115356445,26.083906173706055,67.75617980957031,65.7920150756836,30.948728561401367,65.80143737792969,25.212217330932617,31.271547317504883,91.2700424194336,6.612306594848633,92.85852813720703,85.11675262451172,42.44953918457031,32.08212661743164,50.272216796875
2015-02-18,44.388248443603516,13.001259803771973,38.30573272705078,40.291404724121094,151.7568817138672,27.057830810546875,288.6801452636719,29.816381454467773,56.5635986328125,54.7374267578125,25.513811111450195,68.3559341430664,65.24922180175781,30.577917098999023,65.0392837524414,24.80556869506836,30.560680389404297,89.55547332763672,6.496179103851318,92.69549560546875,85.10098266601562,42.23338317871094,31.461471557617188,49.40899658203125
2015-02-19,44.283573150634766,12.929472923278809,38.08225631713867,40.32096481323242,152.1107940673828,27.028076171875,288.48907470703125,29.91579818725586,56.77870178222656,55.58148956298828,25.680456161499023,67.17353057861328,65.31503295898438,30.433725357055664,65.26009368896484,24.792448043823242,30.47349739074707,89.19489288330078,6.5098395347595215,92.86669158935547,85.1088638305664,42.441810607910156,31.7159423828125,49.868568420410156
2015-02-20,44.70975875854492,13.065070152282715,38.57391357421875,40.5204963684082,154.04119873046875,27.333099365234375,287.7481384277344,30.160518646240234,57.587284088134766,55.95663833618164,26.004972457885742,68.39877319335938,66.1127700805664,30.63973045349121,65.72308349609375,25.048246383666992,30.735055923461914,89.29056549072266,6.598642349243164,93.3395004272461,84.97491455078125,42.62708282470703,32.02005386352539,50.5504035949707
2015-02-23,44.3733024597168,12.921500205993652,38.231231689453125,40.720035552978516,153.0759735107422,26.983444213867188,287.587646484375,29.95404815673828,57.194129943847656,55.66189956665039,25.882179260253906,68.80150604248047,65.84135437011719,30.5435848236084,65.26009368896484,24.90394401550293,30.614337921142578,89.18756866455078,6.53716516494751,92.57321166992188,84.39171600341797,42.12531661987305,31.56698226928711,50.306434631347656
2015-02-24,45.47235107421875,13.065070152282715,38.6633186340332,40.91956329345703,154.61227416992188,27.333099365234375,288.87109375,30.420515060424805,58.01755142211914,56.28490447998047,26.15407371520996,69.2812728881836,66.20320892333984,30.708398818969727,65.77294158935547,25.06792449951172,30.84235191345215,89.46717834472656,6.605475425720215,93.34766387939453,84.76211547851562,42.48814010620117,31.89593505859375,51.000797271728516
2015-02-25,45.711605072021484,13.152812004089355,38.80485153198242,40.89000701904297,154.2101593017578,27.221500396728516,287.1979675292969,30.48169708251953,57.053199768066406,55.94995880126953,26.06636619567871,70.4036865234375,65.51242065429688,30.79079246520996,65.72308349609375,25.14662742614746,30.895992279052734,89.45246124267578,6.571319580078125,93.11942291259766,84.2577133178711,42.302860260009766,31.753177642822266,50.58793258666992
2015-02-26,46.04057312011719,12.793874740600586,39.043235778808594,40.756980895996094,155.08154296875,26.827207565307617,286.51043701171875,30.160518646240234,55.495357513427734,55.81597137451172,26.19792938232422,71.32906341552734,65.09297943115234,30.852590560913086,65.64472961425781,25.19253158569336,30.822233200073242,89.81513214111328,6.571319580078125,93.5677490234375,84.97491455078125,42.40322494506836,31.672494888305664,50.738067626953125
2015-02-27,45.81626892089844,12.61042594909668,39.05068588256836,40.49093246459961,153.136962890625,26.626338958740234,283.7601013183594,29.931095123291016,55.22831344604492,55.3336296081543,25.733076095581055,69.9067611694336,64.73112487792969,30.632863998413086,65.50227355957031,24.956424713134766,30.70151138305664,89.55609130859375,6.564489364624023,92.9400634765625,84.67542266845703,42.71200180053711,31.548364639282227,50.575408935546875
2015-03-02,46.182621002197266,12.769948959350586,39.84779357910156,41.052589416503906,154.75074768066406,26.961116790771484,287.5799560546875,30.32109260559082,56.059139251708984,55.862850189208984,26.46104621887207,70.2837142944336,65.09297943115234,30.818256378173828,66.20742797851562,25.18596839904785,30.94294548034668,90.8661117553711,6.625966548919678,93.23353576660156,85.03795623779297,42.959022521972656,32.16282653808594,51.38863754272461
2015-03-03,46.332157135009766,12.793874740600586,40.026588439941406,40.97868728637695,154.33114624023438,26.648656845092773,285.4715576171875,30.32109260559082,55.9107780456543,55.5011100769043,26.26808738708496,70.18091583251953,65.08473205566406,30.7289981842041,65.76583099365234,25.035127639770508,30.647869110107422,90.83651733398438,6.571319580078125,92.7933349609375,84.64390563964844,42.90499496459961,32.187660217285156,50.982025146484375
2015-03-04,46.451778411865234,12.673858642578125,39.98188781738281,40.51310348510742,153.04014587402344,26.105562210083008,283.6731262207031,30.160518646240234,55.732749938964844,55.21977615356445,26.19792938232422,69.08419799804688,64.68177795410156,30.495515823364258,65.58065032958984,24.799013137817383,30.634443283081055,90.62926483154297,6.523504257202148,91.79061889648438,84.23407745361328,42.75060272216797,31.90835189819336,50.419036865234375
2015-03-05,46.354583740234375,12.8018798828125,39.899932861328125,40.52788162231445,153.37098693847656,26.425472259521484,284.2879943847656,29.969331741333008,55.391502380371094,55.60160446166992,26.496122360229492,69.5297622680664,64.879150390625,30.612260818481445,65.9154281616211,24.90394401550293,30.835641860961914,91.19918823242188,6.625966548919678,92.2716064453125,84.80152130126953,42.928138732910156,32.11316680908203,50.67552185058594
2015-03-06,45.52467727661133,12.97790241241455,39.527462005615234,40.34313201904297,150.81314086914062,26.43290901184082,280.85296630859375,30.038158416748047,54.011722564697266,55.01877975463867,27.22409439086914,68.81005096435547,64.95316314697266,30.674057006835938,66.7630386352539,25.2253360748291,31.58675765991211,92.0947494506836,6.666950702667236,91.28518676757812,83.81131744384766,43.22920608520508,32.671775817871094,51.67012023925781
2015-03-09,45.98075866699219,12.937901496887207,39.445518493652344,40.402259826660156,151.6361846923828,26.537063598632812,280.1765441894531,30.42816734313965,54.57550811767578,55.40733337402344,27.17146110534668,68.98139190673828,65.66043090820312,30.825130462646484,67.33287811279297,25.29747772216797,31.50627899169922,92.12434387207031,6.666950702667236,91.97811889648438,84.54010009765625,43.31412124633789,32.4793586730957,51.69514846801758
2015-03-10,44.82936096191406,12.633853912353516,38.16417694091797,39.382408142089844,147.42430114746094,25.94933319091797,273.72149658203125,29.969331741333008,52.92124557495117,54.36900329589844,26.58383560180664,67.78186798095703,63.91693878173828,30.014841079711914,66.15756225585938,24.641599655151367,30.540573120117188,89.77073669433594,6.523504257202148,89.76081085205078,82.96369934082031,42.10331344604492,31.368370056152344,49.9623908996582
2015-03-11,45.0387077331543,12.88988971710205,38.983638763427734,39.68539810180664,148.61038208007812,26.001413345336914,275.4275207519531,30.145206451416016,53.722434997558594,54.71733093261719,26.908342361450195,68.07319641113281,64.33638000488281,30.042306900024414,66.47099304199219,24.90394401550293,30.735904693603516,90.0445785522461,6.550972938537598,90.339599609375,83.70834350585938,42.33543014526367,31.56077003479004,50.331451416015625
2015-03-12,45.883567810058594,12.873888969421387,40.28731918334961,41.0821533203125,153.26611328125,27.593486785888672,283.3426513671875,30.92523193359375,54.64968490600586,55.91065979003906,27.232864379882812,69.88103485107422,66.98445892333984,30.536739349365234,68.82864379882812,25.57295036315918,31.577899932861328,92.99031066894531,6.7913103103637695,91.86400604248047,85.41940307617188,43.01624298095703,32.17524337768555,51.50123977661133
2015-03-13,45.60693359375,12.873888969421387,39.88504409790039,40.89739990234375,152.77389526367188,27.042957305908203,282.5973205566406,31.307588577270508,54.45682144165039,55.4117546081543,26.61014747619629,69.05850219726562,65.7920150756836,30.413122177124023,68.15913391113281,25.520483016967773,30.9783992767334,92.67943572998047,6.805044651031494,91.08956909179688,84.54010009765625,42.78416061401367,31.8710994720459,50.75682830810547
2015-03-16,46.24243927001953,12.905895233154297,39.996788024902344,41.185611724853516,154.8395233154297,27.325666427612305,287.4693603515625,31.391704559326172,55.562129974365234,56.31516647338867,27.004823684692383,69.82963562011719,67.00094604492188,30.880062103271484,68.3514404296875,25.73036766052246,31.059226989746094,93.2567367553711,6.784443378448486,92.9319076538086,86.29080200195312,43.27157211303711,32.224884033203125,51.964141845703125
2015-03-17,46.062992095947266,12.873888969421387,40.10852813720703,41.318634033203125,153.7663116455078,27.191743850708008,287.6077880859375,31.460529327392578,56.05171585083008,56.33537292480469,27.101303100585938,69.45263671875,67.02559661865234,30.866329193115234,68.25172424316406,25.874662399291992,31.54421615600586,93.77483367919922,6.7913103103637695,92.4101791381836,86.148193359375,43.170989990234375,32.026283264160156,51.4949836730957
2015-03-18,46.16766357421875,12.78587532043457,40.019142150878906,41.51077651977539,155.17837524414062,27.325666427612305,290.29742431640625,31.22347068786621,55.732749938964844,56.5511360168457,26.110210418701172,70.13807678222656,67.12431335449219,30.797670364379883,68.40130615234375,26.045185089111328,31.261308670043945,94.04869079589844,6.653972148895264,93.54328155517578,86.7581787109375,43.65066909790039,32.06352233886719,51.18845748901367
2015-03-19,45.75646209716797,12.489832878112793,39.02089309692383,41.02302932739258,153.2821807861328,26.864397048950195,284.2956848144531,30.818166732788086,55.51018142700195,55.843231201171875,25.803247451782227,69.86390686035156,66.30191040039062,30.51612663269043,67.57505798339844,25.946805953979492,30.682025909423828,93.59721374511719,6.523502349853516,92.67105102539062,86.4333724975586,43.054935455322266,31.411815643310547,50.175071716308594
2015-03-20,46.16766357421875,12.673858642578125,39.46786880493164,41.392539978027344,155.83197021484375,27.154550552368164,290.9737854003906,31.0246524810791,56.556156158447266,56.625301361083984,26.320711135864258,70.85780334472656,66.72132110595703,30.80453109741211,68.35855102539062,26.11077880859375,31.40949821472168,94.7370376586914,6.619640350341797,92.55693054199219,86.92453002929688,43.279300689697266,32.0386848449707,51.72017288208008
2015-03-23,45.711605072021484,12.577844619750977,39.09538269042969,41.222564697265625,154.8878631591797,27.013198852539062,287.6614685058594,30.90993309020996,56.059139251708984,56.16012191772461,26.233009338378906,70.42938232421875,66.81999969482422,30.70153045654297,67.74600219726562,25.914012908935547,31.18047523498535,94.24111938476562,6.557838439941406,92.55693054199219,86.83739471435547,43.1942138671875,31.90835189819336,51.15093994140625
2015-03-24,45.20320129394531,12.489832878112793,38.6931037902832,40.90478515625,154.33921813964844,26.961116790771484,283.6424255371094,30.66521453857422,55.45085525512695,56.085933685302734,26.127756118774414,69.71827697753906,65.90716552734375,30.3513126373291,67.27588653564453,25.65821647644043,30.85715103149414,93.2789535522461,6.475434303283691,91.58683013916016,86.52843475341797,42.83830261230469,31.585603713989258,50.40652847290039
2015-03-25,44.56768035888672,12.32981014251709,38.27593231201172,40.306182861328125,151.16815185546875,26.373390197753906,279.6617431640625,30.22169303894043,54.35295867919922,55.00050735473633,25.619062423706055,68.63867950439453,64.83802032470703,29.81571388244629,65.88692474365234,25.238445281982422,30.183561325073242,91.27320861816406,6.351832389831543,90.96729278564453,85.2451171875,42.180686950683594,31.225627899169922,49.655853271484375
2015-03-26,44.51534652709961,12.337810516357422,38.13438034057617,40.2766227722168,151.07945251464844,26.499866485595703,278.3014831542969,30.443462371826172,54.63486099243164,54.717350006103516,26.118988037109375,67.24212646484375,64.56663513183594,29.698972702026367,65.87977600097656,25.35651206970215,30.34522819519043,91.85790252685547,6.393034934997559,90.69828033447266,84.62723541259766,41.90989303588867,31.393190383911133,50.068729400634766
2015-03-27,44.522823333740234,12.249799728393555,37.99284744262695,39.995792388916016,151.7410888671875,26.656099319458008,277.90191650390625,30.39757537841797,54.50132369995117,54.75104522705078,26.51366424560547,66.80511474609375,64.68177795410156,29.59882926940918,65.55924224853516,25.245012283325195,30.12967300415039,92.49441528320312,6.338098526000977,90.93609619140625,84.86490631103516,41.80158996582031,31.200790405273438,49.50572967529297
2015-03-30,45.5770263671875,12.41782283782959,38.4696159362793,40.47614669799805,154.12942504882812,27.013198852539062,282.8740234375,30.810535430908203,55.030181884765625,55.10836410522461,26.627687454223633,66.87367248535156,65.13408660888672,30.2410831451416,66.8485107421875,25.6122989654541,30.587717056274414,93.9080581665039,6.413632869720459,92.01024627685547,86.85323333740234,42.304473876953125,31.610443115234375,50.27516555786133
2015-03-31,45.29292678833008,12.313807487487793,38.38023376464844,40.20271301269531,151.6685333251953,26.551942825317383,281.13726806640625,30.77228546142578,54.769474029541016,54.59598922729492,26.697845458984375,67.15736389160156,64.82157135009766,30.15821075439453,66.41400146484375,25.57295036315918,30.399120330810547,93.99688720703125,6.4891676902771,91.41986083984375,85.65705108642578,42.38957977294922,31.374574661254883,50.23763656616211
2015-04-01,45.119808197021484,12.32981014251709,38.454715728759766,39.86275863647461,155.10574340820312,26.760263442993164,278.6243591308594,30.74934959411621,54.70988845825195,55.01396560668945,26.25055503845215,67.85367584228516,65.68511962890625,30.03391456604004,65.88692474365234,25.290922164916992,30.38563346862793,93.44917297363281,6.496038913726807,91.00987243652344,84.84906005859375,42.405052185058594,31.200790405273438,49.69966125488281
2015-04-02,45.54880142211914,12.433825492858887,38.63350296020508,40.180538177490234,154.55712890625,26.827207565307617,281.5675964355469,31.009340286254883,55.09721374511719,55.256675720214844,26.320711135864258,68.51559448242188,66.04698944091797,30.18584632873535,66.44961547851562,25.55327606201172,30.735904693603516,94.1523208618164,6.5784382820129395,91.18208312988281,85.34810638427734,42.660362243652344,31.7159423828125,50.37525177001953
2015-04-03,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-06,45.511173248291016,12.409821510314941,38.454715728759766,39.96622085571289,154.96047973632812,26.715612411499023,282.0133361816406,30.963459014892578,55.603721618652344,55.364566802978516,26.285629272460938,68.4554443359375,66.0551986694336,29.916507720947266,65.87977600097656,25.7106876373291,30.682025909423828,91.59886932373047,6.557838439941406,91.23127746582031,85.65705108642578,42.87699508666992,31.75938606262207,50.11876678466797
2015-04-07,45.79716873168945,12.369811058044434,38.38023376464844,39.92189025878906,155.23487854003906,26.737934112548828,283.2735595703125,31.0246524810791,56.01338195800781,54.62517166137695,26.110210418701172,67.33788299560547,65.52062225341797,29.93722915649414,66.2573013305664,25.65821647644043,30.850412368774414,92.17613983154297,6.605905055999756,91.30506896972656,85.0312728881836,42.53657150268555,31.529739379882812,49.8372802734375
2015-04-08,45.94769287109375,12.489832878112793,38.65586471557617,39.907108306884766,155.37200927734375,26.975996017456055,284.11126708984375,31.116397857666016,56.445396423339844,55.70316696166992,26.46104621887207,67.6473617553711,65.9482650756836,29.992477416992188,66.12907409667969,25.57295036315918,30.756120681762695,91.9615478515625,6.612771034240723,91.21487426757812,85.0312728881836,42.900211334228516,31.7159423828125,50.18757247924805
2015-04-09,46.263790130615234,12.569847106933594,38.834651947021484,40.04752731323242,157.25205993652344,27.25870704650879,285.5098571777344,31.23111343383789,56.77314758300781,56.276702880859375,26.838180541992188,68.05139923095703,66.08810424804688,30.089162826538086,66.6063232421875,25.645097732543945,30.998594284057617,92.29457092285156,6.640240669250488,91.64126586914062,84.99955749511719,43.55009460449219,31.93318748474121,50.75057601928711
2015-04-10,46.4369010925293,12.577844619750977,39.058135986328125,40.14360046386719,157.8572235107422,26.961116790771484,283.91143798828125,31.246402740478516,56.86996841430664,55.95885467529297,26.925886154174805,68.42105102539062,66.29368591308594,30.21345329284668,66.58496856689453,25.605743408203125,30.7156925201416,92.06513977050781,6.585305690765381,91.75605010986328,85.27681732177734,43.78219985961914,31.54215431213379,50.25640106201172
