Date,XOM,CVX,COP,EOG,SLB,HAL,DVN,OXY,MPC,VLO,PSX,KMI,WMB,EQT
2015-01-01,,,,,,,,,,,,,,
2015-01-02,57.916900634765625,70.20954132080078,48.290164947509766,67.46920776367188,62.90340805053711,31.979934692382812,41.775978088378906,58.24813461303711,32.71913528442383,32.82688522338867,48.321807861328125,24.49134063720703,24.46633529663086,38.74562454223633
2015-01-05,56.33220291137695,67.40316772460938,45.99195861816406,63.40232467651367,61.19994354248047,31.348268508911133,40.227195739746094,56.08867645263672,31.80867576599121,31.477031707763672,45.400699615478516,23.82770538330078,23.497846603393555,36.676395416259766
2015-01-06,56.032711029052734,67.37197875976562,44.0931282043457,61.595638275146484,60.00312042236328,31.04052734375,39.404815673828125,55.612022399902344,31.49447250366211,31.09229278564453,44.130672454833984,23.358592987060547,23.178640365600586,36.25654983520508
2015-01-07,56.60047149658203,67.31585693359375,44.38741683959961,61.207977294921875,59.99577331542969,31.874656677246094,39.58987045288086,55.61921310424805,31.755125045776367,30.85101890563965,44.32450866699219,23.66752052307129,23.05419158935547,36.306522369384766
2015-01-08,57.542579650878906,68.85623168945312,45.49446487426758,63.548614501953125,60.72269821166992,32.562992095947266,40.99473190307617,56.11034393310547,32.50133514404297,32.61821365356445,46.049102783203125,24.22246551513672,23.276031494140625,37.7609977722168
2015-01-09,57.461429595947266,67.48422241210938,45.48747253417969,63.97285461425781,59.63596725463867,32.2309684753418,41.39905548095703,56.00201416015625,31.594453811645508,31.724836349487305,44.992950439453125,23.91924285888672,22.98386001586914,38.0258903503418
2015-01-12,56.357154846191406,66.03116607666016,44.19123077392578,61.8150749206543,57.308406829833984,31.210586547851562,40.52187728881836,54.13144302368164,30.498340606689453,30.8901424407959,42.940834045410156,23.804826736450195,22.334596633911133,36.281517028808594
2015-01-13,56.15128707885742,64.98344421386719,43.74981689453125,62.21737289428711,57.11014175415039,31.00813865661621,40.35740661621094,54.145870208740234,28.87024688720703,29.964160919189453,41.10929489135742,23.392919540405273,22.150632858276367,36.301536560058594
2015-01-14,55.989036560058594,64.7963638305664,43.875919342041016,64.30465698242188,57.558040618896484,31.048627853393555,40.090145111083984,54.514198303222656,27.716989517211914,29.25336456298828,39.718929290771484,23.58170509338379,22.469852447509766,36.596431732177734
2015-01-15,55.502418518066406,64.02928161621094,43.02812194824219,63.41786193847656,56.26575469970703,30.230710983276367,39.65154266357422,54.882545471191406,27.438508987426758,28.738203048706055,39.49834060668945,23.324264526367188,22.523963928222656,36.25155258178711
2015-01-16,56.85002899169922,65.55718994140625,44.1982307434082,66.18817901611328,59.716758728027344,31.68839454650879,41.597801208496094,56.37757110595703,27.691997528076172,29.605491638183594,40.661434173583984,23.759057998657227,22.724153518676758,37.780975341796875
2015-01-19,,,,,,,,,,,,,,
2015-01-20,56.8313102722168,66.39912414550781,44.27530288696289,65.4699935913086,59.09261703491211,32.25525665283203,40.87137222290039,56.34144973754883,28.713136672973633,30.329334259033203,42.52639389038086,23.92496109008789,22.77284812927246,37.01626968383789
2015-01-21,57.31795883178711,67.45306396484375,45.22121047973633,66.3567886352539,60.362884521484375,32.95170211791992,42.21455383300781,57.22980499267578,28.902374267578125,30.772764205932617,44.28439712524414,24.02794075012207,23.140771865844727,38.36076736450195
2015-01-22,57.941864013671875,67.9270248413086,45.75371170043945,66.22486114501953,60.31150436401367,33.0569953918457,41.974708557128906,56.95534896850586,29.98063087463379,31.30095863342285,44.992950439453125,24.073711395263672,23.43834114074707,37.91593933105469
2015-01-23,56.70654296875,66.6360855102539,45.29829025268555,66.54000854492188,60.208709716796875,33.194671630859375,41.22772979736328,56.94815444946289,31.119585037231445,32.709510803222656,45.8017692565918,24.182415008544922,23.454570770263672,37.516090393066406
2015-01-26,57.24932861328125,67.90206909179688,46.11806869506836,67.6686782836914,61.4422492980957,33.575279235839844,42.29680633544922,58.009830474853516,31.487346649169922,33.38118362426758,45.72156524658203,24.182415008544922,23.670995712280273,37.71101379394531
2015-01-27,56.74396896362305,67.51541900634766,45.9218864440918,68.15970611572266,62.08104705810547,33.60767364501953,42.55720520019531,57.35259246826172,31.66229248046875,33.40727233886719,46.52369689941406,24.273942947387695,23.784618377685547,37.551063537597656
2015-01-28,54.87226486206055,64.67786407470703,43.847900390625,64.56848907470703,59.2908935546875,31.9637393951416,40.042171478271484,55.250885009765625,31.880083084106445,33.589847564697266,45.70151138305664,23.66179847717285,23.000078201293945,36.821353912353516
2015-01-29,54.641414642333984,64.23507690429688,44.01606750488281,65.16215515136719,60.135292053222656,32.04471206665039,40.240901947021484,56.558135986328125,32.137149810791016,33.9615478515625,47.1119270324707,23.546127319335938,23.584421157836914,36.846336364746094
2015-01-30,54.541587829589844,63.941959381103516,44.12816619873047,65.2501220703125,60.49504470825195,32.38483810424805,41.30312728881836,57.77870559692383,33.058311462402344,34.48323059082031,47.004966735839844,23.74277687072754,23.73050880432129,37.20619201660156
2015-02-02,55.889217376708984,66.14339447021484,46.08302307128906,67.80793762207031,62.14712142944336,33.61576843261719,43.06435012817383,57.894264221191406,33.54031753540039,35.500511169433594,48.662723541259766,24.07245635986328,24.255332946777344,37.77100372314453
2015-02-03,57.5550422668457,68.30744171142578,47.463348388671875,70.58561706542969,63.938743591308594,35.0815544128418,43.907257080078125,59.33150100708008,34.211544036865234,35.46139907836914,50.05307388305664,23.991479873657227,24.931642532348633,38.41573715209961
2015-02-04,57.062164306640625,67.57154083251953,46.15309524536133,69.76477813720703,62.08104705810547,34.32841110229492,43.85929489135742,58.39261245727539,34.343666076660156,35.4026985168457,49.745582580566406,23.598173141479492,24.54207420349121,37.23618698120117
2015-02-05,57.62367630004883,68.17024993896484,47.34424591064453,70.49766540527344,63.08697509765625,35.10585403442383,44.544586181640625,59.30983352661133,34.739967346191406,35.87221145629883,50.27365493774414,23.997272491455078,25.10477638244629,38.68064498901367
2015-02-06,57.51679992675781,68.35733795166016,47.288185119628906,70.20452880859375,63.26319122314453,35.11394500732422,44.7296257019043,59.04261016845703,35.30409240722656,35.77439880371094,50.868568420410156,23.950992584228516,25.09395408630371,39.45535659790039
2015-02-09,57.554534912109375,68.86870574951172,47.54043197631836,70.32178497314453,63.3813591003418,35.235416412353516,44.35957717895508,58.68871307373047,35.764686584472656,35.76782989501953,50.75495529174805,23.829540252685547,24.915407180786133,39.950172424316406
2015-02-10,57.208805084228516,68.71282196044922,47.638511657714844,69.8160629272461,62.93822479248047,34.49848556518555,43.982643127441406,58.7248420715332,36.48231887817383,36.47069549560547,50.58115005493164,24.03197479248047,25.6187744140625,40.934818267822266
2015-02-11,56.9510612487793,68.58808898925781,47.56145477294922,68.30630493164062,62.57636642456055,34.13404846191406,44.27046585083008,57.7642707824707,36.03245544433594,36.365596771240234,49.59185028076172,23.83531951904297,25.505157470703125,40.894813537597656
2015-02-12,58.063682556152344,69.81612396240234,48.191810607910156,69.47895812988281,63.48473358154297,34.63615417480469,45.07911682128906,59.25205993652344,36.203834533691406,37.14728927612305,50.54747009277344,24.153423309326172,25.9542293548584,40.374820709228516
2015-02-13,58.692298889160156,71.0252914428711,49.49507141113281,71.03267669677734,65.27200317382812,35.78609848022461,45.5519905090332,60.024864196777344,37.12957000732422,38.493919372558594,51.56367111206055,24.274892807006836,26.733341217041016,40.58980941772461
2015-02-16,,,,,,,,,,,,,,
2015-02-17,58.49114990234375,70.78598022460938,49.20467758178711,70.717529296875,65.64866638183594,36.3367805480957,45.67534637451172,59.60596466064453,37.25156021118164,38.5793342590332,51.75211715698242,24.350088119506836,26.86319923400879,40.794822692871094
2015-02-18,57.208805084228516,69.5516357421875,47.97226333618164,69.85272979736328,64.79933166503906,35.948055267333984,43.825035095214844,58.76816940307617,37.54219055175781,38.93404769897461,51.11277389526367,24.39635467529297,26.338369369506836,40.54981994628906
2015-02-19,56.22190856933594,68.23541259765625,47.7526969909668,68.74604797363281,64.23806762695312,35.82658767700195,44.14026641845703,58.21928787231445,37.90816879272461,39.531829833984375,52.108802795410156,24.29802894592285,26.733341217041016,40.789817810058594
2015-02-20,56.52362823486328,68.3928451538086,47.7243537902832,66.75253295898438,63.425689697265625,35.11394500732422,43.73593521118164,57.85093688964844,37.87948226928711,39.88654708862305,52.048221588134766,24.217056274414062,26.495275497436523,40.564815521240234
2015-02-23,55.95159912109375,67.92683410644531,47.398555755615234,67.3755111694336,63.1745719909668,35.000572204589844,43.825035095214844,57.63425064086914,38.15934753417969,41.055816650390625,53.38746643066406,24.309595108032227,26.592668533325195,40.0748176574707
2015-02-24,56.20931625366211,67.98978424072266,47.51894760131836,67.14099884033203,63.004695892333984,34.91958236694336,44.434932708740234,57.59814453125,37.739540100097656,40.46460723876953,53.838340759277344,24.390562057495117,26.673824310302734,40.879817962646484
2015-02-25,56.322471618652344,68.38024139404297,47.830596923828125,68.18169403076172,62.93085861206055,35.37308120727539,44.85296630859375,57.930389404296875,37.5529670715332,40.24783706665039,53.22593307495117,24.35586929321289,26.717117309570312,41.714813232421875
2015-02-26,55.72529983520508,67.42301177978516,46.64067077636719,66.05628204345703,61.955970764160156,34.57946014404297,42.86560821533203,56.56535339355469,38.40692138671875,40.70766830444336,53.87874221801758,23.841096878051758,26.40871238708496,39.879817962646484
2015-02-27,55.65617370605469,67.18367767333984,46.180294036865234,65.75580596923828,62.1553955078125,34.7738151550293,42.20771789550781,56.247581481933594,37.674957275390625,40.52374267578125,52.80195617675781,23.719646453857422,26.533151626586914,39.904815673828125
2015-03-02,55.34185028076172,66.6924819946289,45.613670349121094,65.2720947265625,62.49510955810547,34.96086120605469,41.70745086669922,56.146461486816406,36.51959228515625,38.539913177490234,51.81941223144531,23.61553192138672,26.527732849121094,40.33481216430664
2015-03-03,55.07784652709961,66.22647094726562,45.88280487060547,66.23218536376953,62.70928955078125,35.058448791503906,41.974708557128906,56.34144973754883,36.87480926513672,39.46613311767578,52.55297088623047,23.765911102294922,26.592668533325195,41.114810943603516
2015-03-04,54.80126953125,66.22647094726562,45.50742721557617,66.32012939453125,62.87916564941406,35.025909423828125,42.39274597167969,56.57258605957031,36.60211181640625,38.80924987792969,52.465476989746094,23.736995697021484,26.457408905029297,40.4248161315918
2015-03-05,54.52467346191406,65.95562744140625,44.855777740478516,65.6605224609375,62.642791748046875,34.920204162597656,41.686885833740234,55.965904235839844,36.508827209472656,39.38731384277344,51.738651275634766,23.62131690979004,25.95964241027832,40.27481460571289
2015-03-06,53.826927185058594,65.21251678466797,44.47331237792969,64.91299438476562,61.37989807128906,34.46479415893555,40.5561408996582,54.50788116455078,35.339107513427734,38.58590316772461,50.71572494506836,23.372615814208984,25.856843948364258,39.76481628417969
