Date,GOOGL,META,DIS,NFLX,VZ,T,TMUS,CMCSA,CHTR,EA,TTWO
2015-01-01,,,,,,,,,,,
2015-01-02,26.29613494873047,77.96932983398438,85.9435043334961,4.984857082366943,26.573196411132812,11.657849311828613,26.37468910217285,22.25611114501953,166.42999267578125,45.57141876220703,28.100000381469727
2015-01-05,25.795087814331055,76.7170639038086,84.68759155273438,4.731142997741699,26.352506637573242,11.547698974609375,26.017230987548828,21.802223205566406,160.5,45.279727935791016,27.6200008392334
2015-01-06,25.158479690551758,75.68344116210938,84.2384033203125,4.650143146514893,26.618471145629883,11.564912796020508,25.959266662597656,21.517820358276367,156.30999755859375,44.6866340637207,27.93000030517578
2015-01-07,25.084489822387695,75.68344116210938,85.1001205444336,4.674285888671875,26.446693420410156,11.632341384887695,27.292491912841797,21.498334884643555,156.7899932861328,45.5130729675293,28.100000381469727
2015-01-08,25.17188835144043,77.70099639892578,85.98017120361328,4.7779998779296875,27.01354217529297,11.748067855834961,28.03639030456543,21.96586036682129,162.94000244140625,46.796504974365234,28.459999084472656
2015-01-09,24.8645076751709,77.26368713378906,86.4018783569336,4.704143047332764,26.773059844970703,11.713000297546387,28.258596420288086,21.930797576904297,161.97999572753906,46.19367980957031,27.8700008392334
2015-01-12,24.682762145996094,76.24993896484375,86.5943832397461,4.554714202880859,26.956279754638672,11.744561195373535,28.277917861938477,21.884044647216797,163.85000610351562,45.75614547729492,27.8700008392334
2015-01-13,24.918136596679688,75.9815902709961,87.26361846923828,4.625570774078369,27.01354217529297,11.744561195373535,28.471139907836914,22.145084381103516,164.39999389648438,45.13387680053711,27.690000534057617
2015-01-14,25.12322425842285,75.81262969970703,86.38356018066406,4.631999969482422,26.89329719543457,11.68845272064209,28.567750930786133,21.747682571411133,158.1300048828125,45.6005859375,27.84000015258789
2015-01-15,25.027877807617188,73.59630584716797,86.49356079101562,4.625143051147461,26.96772575378418,11.663905143737793,28.19097137451172,21.81781768798828,160.49000549316406,45.34778594970703,27.700000762939453
2015-01-16,25.34817123413086,74.7193832397461,87.25444793701172,4.819142818450928,27.477317810058594,11.853277206420898,28.152326583862305,22.117801666259766,161.11000061035156,46.75761795043945,29.209999084472656
2015-01-19,,,,,,,,,,,
2015-01-20,25.322349548339844,75.77287292480469,86.85108184814453,4.9828572273254395,27.58609962463379,11.90588092803955,28.538766860961914,21.743791580200195,156.1300048828125,46.485374450683594,29.040000915527344
2015-01-21,25.841270446777344,76.26982116699219,86.32854461669922,5.846857070922852,27.626174926757812,11.923412322998047,29.060462951660156,21.72821044921875,155.75,46.738162994384766,29.209999084472656
2015-01-22,26.68097686767578,77.17424774169922,87.22694396972656,6.120571136474609,27.36852264404297,11.84976577758789,29.466228485107422,22.03989028930664,158.99000549316406,47.992435455322266,29.709999084472656
2015-01-23,26.91188621520996,77.3531494140625,86.8327407836914,6.249429225921631,26.996355056762695,11.702479362487793,29.13775062561035,21.938587188720703,158.92999267578125,48.41050720214844,29.860000610351562
2015-01-26,26.652179718017578,77.0251693725586,87.06192016601562,6.379428863525391,26.887575149536133,11.635848045349121,29.62080192565918,22.08663558959961,158.17999267578125,48.10909652709961,30.5
2015-01-27,25.880996704101562,75.3156967163086,86.14521026611328,6.488142967224121,26.53830909729004,11.506095886230469,29.62080192565918,21.958065032958984,156.42999267578125,47.06874465942383,29.670000076293945
2015-01-28,25.44599723815918,75.77287292480469,84.95345306396484,6.320857048034668,26.366546630859375,11.460504531860352,29.070125579833984,21.26846694946289,150.60000610351562,53.09696960449219,29.889999389648438
2015-01-29,25.4857234954834,77.52210235595703,85.4576416015625,6.340000152587891,26.400896072387695,11.558695793151855,28.548425674438477,20.987951278686523,152.08999633789062,53.79702377319336,30.09000015258789
2015-01-30,26.69339370727539,75.44490051269531,83.38584899902344,6.311429023742676,26.1718692779541,11.544668197631836,29.157073974609375,20.70744514465332,151.1199951171875,53.340049743652344,29.719999313354492
2015-02-02,26.42772674560547,74.53053283691406,84.27507019042969,6.301000118255615,26.89903450012207,11.7691068649292,29.3116512298584,20.96457290649414,154.0,53.446998596191406,29.989999771118164
2015-02-03,26.482349395751953,74.93803405761719,86.26437377929688,6.527429103851318,27.385709762573242,12.042644500732422,29.84300994873047,21.58794403076172,157.97000122070312,53.00946044921875,29.84000015258789
2015-02-04,26.124813079833984,75.16661834716797,92.84650421142578,6.41014289855957,27.36852264404297,12.067194938659668,29.70775604248047,22.168460845947266,163.19000244140625,53.04835891723633,28.969999313354492
2015-02-05,26.310039520263672,75.1467514038086,94.09325408935547,6.413000106811523,27.402877807617188,12.112783432006836,30.15216064453125,22.195722579956055,174.3000030517578,54.8276481628418,28.770000457763672
2015-02-06,26.511152267456055,74.01372528076172,93.5248794555664,6.3480000495910645,28.244543075561523,12.228509902954102,30.2487735748291,22.176246643066406,173.42999267578125,53.6122932434082,28.790000915527344
2015-02-09,26.282724380493164,73.98391723632812,93.25904846191406,6.329570770263672,28.107135772705078,12.147856712341309,30.02657127380371,22.242477416992188,172.13999938964844,52.77610397338867,28.31999969482422
2015-02-10,26.822999954223633,74.72932434082031,93.4332046508789,6.485000133514404,28.347606658935547,12.22149658203125,30.239112854003906,22.367151260375977,175.88999938964844,53.24281692504883,27.790000915527344
