Date,PG,KO,PEP,WMT,COST,MO,PM,MDLZ,KMB,CL,KHC,GIS,HSY,SYY,KR,TAP,STZ,EL,CPB,CHD
2015-01-15,66.09176635742188,29.953027725219727,70.16716766357422,23.667430877685547,112.28225708007812,26.299367904663086,48.413475036621094,28.890552520751953,81.06350708007812,52.839847564697266,,36.73859405517578,83.4337387084961,30.407089233398438,26.93277359008789,57.63341522216797,92.61052703857422,64.08341217041016,32.908939361572266,34.88312530517578
2015-01-16,67.11408233642578,30.05904769897461,70.6171875,23.502214431762695,112.61274719238281,26.590084075927734,48.34332275390625,29.20681381225586,82.05387878417969,53.49725341796875,,36.71109390258789,85.12611389160156,30.225830078125,26.9853458404541,58.0121955871582,95.53831481933594,64.52680206298828,33.23738479614258,35.539180755615234
2015-01-19,,,,,,,,,,,,,,,,,,,,
2015-01-20,67.06995391845703,30.50430679321289,70.77687072753906,23.480541229248047,112.33866882324219,26.98104476928711,48.85775375366211,29.270078659057617,81.97018432617188,53.334842681884766,,37.39156723022461,84.91072082519531,29.878400802612305,26.847864151000977,58.15132141113281,95.02467346191406,64.7962875366211,33.51585006713867,35.60392761230469
2015-01-21,67.20626068115234,30.645671844482422,70.69705200195312,23.467004776000977,112.14522552490234,27.201576232910156,49.42477798461914,29.37285614013672,82.01203918457031,53.140464782714844,,37.17161560058594,84.77225494384766,30.429752349853516,27.090476989746094,59.256690979003906,94.62229919433594,64.31814575195312,33.63723373413086,35.517608642578125
2015-01-22,67.86551666259766,30.9425048828125,71.78579711914062,23.916624069213867,113.86194610595703,27.397058486938477,49.7813606262207,29.720741271972656,82.98149871826172,53.89460754394531,,37.65276336669922,85.21842193603516,30.731834411621094,27.373502731323242,60.362022399902344,95.3670883178711,65.3005599975586,33.86572265625,35.99238586425781
2015-01-23,66.72479248046875,30.610332489013672,71.51722717285156,23.973499298095703,114.49066162109375,27.16147804260254,48.413475036621094,29.20681381225586,77.86923217773438,52.1997184753418,,37.50153350830078,83.5568618774414,30.950883865356445,27.478626251220703,60.362022399902344,94.6907730102539,64.07471466064453,33.3444938659668,35.38812255859375
2015-01-26,66.35441589355469,30.391233444213867,71.6333999633789,24.006004333496094,115.18379974365234,27.286792755126953,48.54792404174805,28.922183990478516,76.61383056640625,51.53887939453125,,37.76959991455078,84.1030044555664,30.913108825683594,27.866790771484375,60.43162155151367,95.64102935791016,63.34443664550781,33.387325286865234,35.716148376464844
2015-01-27,64.06555938720703,29.960102081298828,70.20347595214844,23.708065032958984,113.63633728027344,27.346933364868164,47.7003059387207,28.526859283447266,77.21363830566406,51.049049377441406,,37.879573822021484,83.98761749267578,30.73939323425293,28.036611557006836,59.944644927978516,95.27291107177734,62.379390716552734,33.23738479614258,35.40105438232422
2015-01-28,63.0730094909668,29.627925872802734,69.4776382446289,23.515756607055664,112.53211212158203,27.071264266967773,47.10407257080078,28.20268440246582,76.46039581298828,50.62921905517578,,37.17161560058594,82.833740234375,30.286235809326172,27.85062599182129,59.68183517456055,94.4168472290039,61.20570373535156,32.716163635253906,35.22410583496094
2015-01-29,63.45817947387695,29.755136489868164,69.70263671875,23.759525299072266,113.35421752929688,27.261734008789062,47.47818374633789,28.258033752441406,76.87189483642578,53.66914749145508,,36.862308502197266,79.45670318603516,30.13520050048828,28.036611557006836,60.315677642822266,95.69239044189453,62.57065200805664,33.173126220703125,35.68161392211914
2015-01-30,62.435970306396484,29.09782600402832,68.06949615478516,23.017375946044922,115.24835205078125,26.615137100219727,46.905296325683594,27.86270523071289,75.29569244384766,52.495155334472656,,36.071861267089844,78.62588500976562,29.583837509155273,27.91935157775879,58.69242858886719,94.55378723144531,61.37087631225586,32.65903091430664,34.926292419433594
2015-02-02,63.05076217651367,29.39468002319336,69.1945571899414,23.215103149414062,117.67430877685547,26.96600914001465,47.717838287353516,28.273849487304688,76.79518127441406,53.638023376464844,,36.47739028930664,80.04901885986328,29.024951934814453,28.174083709716797,58.924312591552734,95.281494140625,62.448936462402344,33.08030319213867,35.426963806152344
2015-02-03,63.66554641723633,29.42296028137207,69.82601928710938,23.345117568969727,123.92071533203125,27.196569442749023,48.074440002441406,28.51105308532715,76.83699798583984,53.793548583984375,,36.60799789428711,80.54134368896484,29.86330223083496,28.50564193725586,60.16880798339844,95.29856872558594,63.327049255371094,33.380191802978516,35.69025802612305
2015-02-04,63.54705047607422,29.458295822143555,70.11637115478516,23.469709396362305,125.66974639892578,27.081281661987305,47.98089599609375,28.479413986206055,76.62081146240234,53.80131530761719,,36.58049392700195,81.31061553955078,30.1049861907959,28.84932518005371,60.03740692138672,95.93209075927734,63.07490539550781,33.86572265625,36.08301544189453
2015-02-05,64.22110748291016,29.536035537719727,70.12362670898438,23.640348434448242,124.1458740234375,26.900842666625977,48.267333984375,28.66917610168457,76.73242950439453,54.260013580322266,,36.704227447509766,81.3952407836914,30.11252784729004,28.930192947387695,60.45480728149414,96.44574737548828,68.160888671875,34.215579986572266,35.923316955566406
2015-02-06,63.41375732421875,29.29572868347168,70.19618225097656,23.653888702392578,123.82115936279297,26.730430603027344,47.507408142089844,28.392446517944336,76.05590057373047,53.87907409667969,,36.53926086425781,81.17981719970703,30.399538040161133,28.994888305664062,59.6431770324707,96.65975952148438,69.16071319580078,34.35124588012695,35.51813888549805
2015-02-09,62.998939514160156,29.14023780822754,69.65908813476562,23.269271850585938,122.8552017211914,26.645214080810547,47.250179290771484,28.234312057495117,75.47701263427734,53.70024490356445,,36.42927932739258,80.73365020751953,30.286235809326172,28.647153854370117,59.009307861328125,95.7608871459961,69.08243560791016,33.95139694213867,35.45746994018555
2015-02-10,63.25075149536133,29.967164993286133,71.12529754638672,23.64305305480957,123.42143249511719,26.950963973999023,47.3963508605957,28.313383102416992,76.17445373535156,53.9879264831543,,36.58736038208008,81.44905090332031,30.05967140197754,28.986801147460938,56.58990478515625,97.07923126220703,69.56063079833984,34.29412841796875,35.92116165161133
2015-02-11,63.435970306396484,29.945974349975586,72.87457275390625,23.3857479095459,123.0833740234375,27.447181701660156,48.21472930908203,29.048688888549805,76.23023986816406,54.01123046875,,36.53926086425781,81.67213439941406,29.395030975341797,29.06990623474121,56.42757797241211,97.19053649902344,69.8648910522461,34.15132522583008,36.077171325683594
2015-02-12,63.72483444213867,29.804607391357422,72.78023529052734,23.263864517211914,123.33381652832031,27.838134765625,48.922061920166016,29.238445281982422,76.843994140625,54.30665969848633,,36.381160736083984,82.04908752441406,29.953927993774414,29.369882583618164,57.0305061340332,97.17340087890625,70.34308624267578,34.07278060913086,36.12483215332031
2015-02-13,63.62852096557617,29.67738914489746,71.9527587890625,23.242189407348633,122.78289794921875,27.447181701660156,48.44270324707031,29.0803165435791,77.4158935546875,54.48548889160156,,36.071861267089844,81.5567855834961,29.86330223083496,29.53609275817871,56.28844451904297,96.76248931884766,71.71674346923828,33.47300720214844,36.415199279785156
2015-02-16,,,,,,,,,,,,,,,,,,,,
2015-02-17,63.3248405456543,29.5501651763916,71.39384460449219,23.282819747924805,123.14183044433594,27.63764190673828,48.34917068481445,29.37285614013672,77.60420989990234,54.571041107177734,,35.97563934326172,81.47216033935547,29.885957717895508,29.694194793701172,58.669227600097656,97.70418548583984,71.09943389892578,33.4872932434082,36.540863037109375
2015-02-18,63.895198822021484,29.493627548217773,72.0979232788086,23.372201919555664,122.89141082763672,27.687768936157227,48.518699645996094,29.20681381225586,77.90409088134766,54.843135833740234,,36.346805572509766,82.27215576171875,30.142745971679688,29.767160415649414,58.94750213623047,98.17501831054688,70.85601043701172,33.78717803955078,36.73587417602539
2015-02-19,63.117435455322266,29.76220703125,71.65518188476562,22.621929168701172,122.42395782470703,27.808063507080078,48.29656219482422,29.246353149414062,77.17876434326172,54.586570739746094,,36.73859405517578,81.50293731689453,29.123146057128906,29.365833282470703,58.344573974609375,98.2606201171875,70.49087524414062,33.29450988769531,36.497535705566406
2015-02-20,62.8656005859375,29.663253784179688,71.9019546508789,22.833194732666016,123.1501693725586,27.87322425842285,48.542083740234375,29.23054313659668,77.38799285888672,54.60988998413086,,36.752342224121094,82.49524688720703,29.953927993774414,29.507720947265625,59.233497619628906,99.09101104736328,71.11686706542969,33.30165481567383,36.99589920043945
2015-02-23,63.25075149536133,29.578433990478516,72.18502044677734,22.91445541381836,123.85968780517578,27.823091506958008,48.454402923583984,29.246353149414062,77.4089126586914,54.95198059082031,,36.766090393066406,81.92703247070312,29.908615112304688,29.64960289001465,59.36491394042969,98.40616607666016,71.41244506835938,33.70863342285156,37.2255744934082
2015-02-24,63.3322639465332,29.776336669921875,72.27940368652344,22.906333923339844,123.70939636230469,27.928348541259766,48.81683349609375,29.26216697692871,76.99046325683594,55.20856475830078,,36.71796417236328,81.74919891357422,29.86330223083496,29.56040382385254,59.1871223449707,99.05677795410156,71.09076690673828,33.71577835083008,37.32957077026367
2015-02-25,63.30260467529297,29.71978759765625,72.2213134765625,22.635473251342773,123.10010528564453,27.888261795043945,48.793453216552734,28.985435485839844,76.83004760742188,55.20856475830078,,36.80045700073242,80.65910339355469,29.8104305267334,29.329355239868164,58.81410217285156,97.71271514892578,71.39594268798828,33.68006896972656,37.06522750854492
2015-02-26,63.08779525756836,30.009572982788086,71.9092025756836,22.697765350341797,122.40729522705078,28.11381721496582,48.40177917480469,29.032873153686523,76.65569305419922,55.286312103271484,,36.71796417236328,80.11793518066406,29.561195373535156,29.223941802978516,60.026432037353516,99.1166763305664,71.7447509765625,33.18026351928711,37.03056335449219
2015-02-27,63.05816650390625,30.603248596191406,71.84387969970703,22.73297882080078,122.66603088378906,28.214061737060547,48.49532699584961,29.20681381225586,76.48133850097656,55.06083679199219,,36.972293853759766,80.23389434814453,29.44789695739746,28.8428955078125,58.977294921875,98.20924377441406,72.08478546142578,33.26594924926758,36.89621353149414
2015-03-02,63.265594482421875,30.532581329345703,71.8583755493164,22.74110221862793,123.48406219482422,28.319316864013672,48.489471435546875,29.167285919189453,77.00440979003906,55.20856475830078,,36.77295684814453,79.3680419921875,29.43280029296875,28.75775909423828,58.99284362792969,99.28791809082031,72.7213363647461,33.380191802978516,37.069557189941406
2015-03-03,63.08041000366211,30.35589599609375,71.42289733886719,22.581298828125,123.00829315185547,28.299264907836914,48.34332275390625,28.96961784362793,76.89979553222656,54.95198059082031,,36.75920867919922,79.28296661376953,29.37993049621582,28.36859893798828,58.0758056640625,98.57738494873047,72.2940673828125,33.523006439208984,37.04787826538086
2015-03-04,62.480384826660156,30.037843704223633,71.14155578613281,22.36732292175293,122.84134674072266,27.96345329284668,48.03352355957031,28.811500549316406,76.18971252441406,54.95198059082031,,36.57362365722656,78.49440002441406,29.311952590942383,28.23482322692871,57.74162673950195,97.96099853515625,71.70114135742188,33.06602478027344,36.78788757324219
2015-03-05,62.687808990478516,29.967164993286133,71.04658508300781,22.635473251342773,126.18013000488281,27.818078994750977,47.76460647583008,28.86684799194336,76.25298309326172,55.55842208862305,,36.621734619140625,79.12834930419922,29.546091079711914,30.123897552490234,57.85043716430664,97.43878173828125,72.56436157226562,33.04459762573242,36.94822692871094
2015-03-06,61.22856903076172,29.34520721435547,70.27204132080078,22.370033264160156,124.81952667236328,26.75047492980957,46.79423904418945,27.846893310546875,75.0999984741211,53.840187072753906,,35.83129119873047,77.0409164428711,29.191110610961914,30.140111923217773,57.68723678588867,94.94761657714844,71.70114135742188,32.202056884765625,36.30250549316406
2015-03-09,61.54708480834961,29.253328323364258,70.17704772949219,22.44858169555664,125.77115631103516,26.98104476928711,47.028072357177734,28.00501823425293,75.24059295654297,54.10452651977539,,36.085609436035156,77.31925964355469,29.410127639770508,30.431991577148438,58.13798141479492,98.64583587646484,72.2679214477539,32.48052215576172,36.692543029785156
2015-03-10,60.39896774291992,28.75857925415039,69.00060272216797,22.229190826416016,123.66769409179688,26.665267944335938,46.32658004760742,27.27762222290039,73.6587142944336,53.179344177246094,,35.597591400146484,76.16731262207031,29.040061950683594,29.998239517211914,57.0577507019043,98.07228088378906,70.86402130126953,32.237770080566406,36.2331657409668
2015-03-11,60.28785705566406,28.341590881347656,68.41602325439453,21.986675262451172,123.03333282470703,26.174074172973633,45.49066925048828,27.151113510131836,73.22282409667969,52.78282165527344,,35.535736083984375,76.63117980957031,29.002288818359375,30.286056518554688,57.25981521606445,98.97118377685547,70.19264221191406,31.91646957397461,36.419517517089844
2015-03-12,60.80635452270508,28.911705017089844,69.93590545654297,22.31638526916504,124.73612213134766,26.33101463317871,46.02262496948242,27.67295265197754,74.30553436279297,53.28041076660156,,36.1681022644043,77.775390625,29.304393768310547,30.92656898498535,58.80631637573242,101.00865173339844,70.82046508789062,32.330589294433594,36.800880432128906
2015-03-13,60.6137580871582,28.44136619567871,68.92022705078125,22.31638526916504,124.60254669189453,26.01712417602539,45.391292572021484,27.285524368286133,74.37583923339844,53.22598648071289,,35.845035552978516,77.21876525878906,29.130678176879883,30.950885772705078,58.33224868774414,99.68170928955078,70.21882629394531,32.36627960205078,36.55819320678711
2015-03-16,61.89524841308594,28.7121639251709,69.74589538574219,22.695131301879883,125.19510650634766,26.371509552001953,45.53158187866211,27.44365119934082,74.82579040527344,53.661380767822266,,36.02375793457031,77.97639465332031,29.236421585083008,31.234651565551758,58.549861907958984,100.48640441894531,70.75941467285156,32.316314697265625,37.05221176147461
2015-03-17,61.36931610107422,28.868938446044922,68.78136444091797,22.512569427490234,125.22854614257812,26.133562088012695,45.53158187866211,27.166929244995117,74.01024627685547,53.187103271484375,,35.77630615234375,77.36563873291016,29.108030319213867,30.80898666381836,57.360843658447266,98.86844635009766,70.47167205810547,32.244911193847656,36.839881896972656
2015-03-18,62.03596115112305,28.933074951171875,69.15404510498047,22.488040924072266,125.97976684570312,25.991802215576172,45.9232292175293,27.688758850097656,75.2616958618164,53.12491989135742,,36.33304977416992,78.16970825195312,29.115575790405273,30.727922439575195,57.61729049682617,100.36658477783203,71.27387237548828,32.44482421875,36.97422409057617
2015-03-19,61.76191711425781,28.519758224487305,68.75945281982422,22.212831497192383,126.29696655273438,25.95636558532715,46.09861755371094,27.40412712097168,75.05076599121094,53.093814849853516,,36.113094329833984,77.73674774169922,28.85124397277832,30.97113609313965,56.84792709350586,99.33931732177734,71.21283721923828,32.3448600769043,36.98288345336914
2015-03-20,62.769309997558594,28.96871566772461,69.66554260253906,22.681507110595703,127.36534118652344,26.032310485839844,46.44350051879883,27.467378616333008,76.26704406738281,54.08120346069336,,36.73859405517578,78.92733764648438,29.168439865112305,31.145456314086914,57.95147705078125,101.23121643066406,72.83468627929688,32.666175842285156,37.32957077026367
2015-03-23,62.858184814453125,28.947330474853516,70.0381851196289,22.700584411621094,127.64916229248047,26.133562088012695,46.683170318603516,27.910144805908203,76.62560272216797,54.555484771728516,,36.937923431396484,78.69538879394531,29.19866180419922,31.1900577545166,57.30644226074219,100.1611328125,72.2679214477539,32.62333297729492,37.3469123840332
2015-03-24,62.16188430786133,28.840435028076172,70.04551696777344,22.62973976135254,127.82444763183594,25.875368118286133,45.895843505859375,27.680856704711914,76.28109741210938,53.8868293762207,,36.566749572753906,77.78311920166016,28.881450653076172,31.28329086303711,56.76243209838867,100.90591430664062,72.68643188476562,32.40912628173828,37.05656814575195
2015-03-25,61.487857818603516,28.826183319091797,69.60707092285156,22.158340454101562,126.11328887939453,25.389352798461914,45.404502868652344,28.313383102416992,75.5499267578125,53.5603141784668,,36.937923431396484,78.61808776855469,28.70018768310547,30.776546478271484,55.95421600341797,98.7913818359375,73.00035858154297,32.41627502441406,36.83121109008789
2015-03-26,60.85081481933594,28.75491714477539,69.87743377685547,22.31365394592285,125.25357818603516,25.313419342041016,45.19138717651367,27.7362060546875,74.74845123291016,53.44367980957031,,37.075374603271484,78.09237670898438,28.60955810546875,30.84547996520996,56.10186767578125,98.28631591796875,71.81450653076172,32.15922164916992,36.488861083984375
2015-03-27,60.969329833984375,28.562496185302734,70.11128234863281,22.166515350341797,125.5958023071289,25.48554801940918,45.45777130126953,28.2285213470459,74.78360748291016,53.451454162597656,,37.79710388183594,78.77271270751953,28.821029663085938,30.942758560180664,56.93342590332031,98.00379943847656,72.27664184570312,32.76613235473633,36.822540283203125
2015-03-30,61.273033142089844,28.868938446044922,70.52776336669922,22.488040924072266,127.18170166015625,25.58173179626465,45.49922561645508,28.982868194580078,75.74677276611328,53.871299743652344,,38.73189163208008,79.19020080566406,28.89655876159668,31.311662673950195,58.0758056640625,100.10120391845703,73.30555725097656,33.165977478027344,37.23857498168945
2015-03-31,60.69525146484375,28.897438049316406,69.87015533447266,22.411752700805664,126.45550537109375,25.323535919189453,44.593502044677734,28.657299041748047,75.30386352539062,53.91017532348633,,38.90372848510742,78.01505279541016,28.721471786499023,31.076549530029297,57.858219146728516,99.48481750488281,72.51207733154297,33.23738479614258,37.01755142211914
2015-04-01,60.97673416137695,28.990093231201172,69.48285675048828,21.992122650146484,125.40386962890625,25.465290069580078,45.03156661987305,28.82405662536621,75.12106323242188,53.71580505371094,,38.82123565673828,77.99957275390625,28.5692081451416,31.121129989624023,57.90483856201172,99.49335479736328,72.51207733154297,33.251651763916016,37.00889205932617
2015-04-02,61.0582160949707,28.990093231201172,69.92130279541016,21.997573852539062,126.56405639648438,25.91586685180664,45.73601150512695,29.086084365844727,75.24059295654297,53.90239334106445,,38.869346618652344,77.89134979248047,28.6529598236084,31.26706314086914,58.59650421142578,100.80316925048828,73.33170318603516,33.29450988769531,37.16923904418945
2015-04-03,,,,,,,,,,,,,,,,,,,,
2015-04-06,61.51005935668945,29.33927345275879,70.49855041503906,22.068424224853516,127.29025268554688,26.067750930786133,46.2924690246582,29.3798828125,75.5499267578125,54.38441848754883,,38.99994659423828,78.47119903564453,28.79759407043457,31.202211380004883,59.187129974365234,102.19857025146484,74.09031677246094,33.31593322753906,37.37290954589844
2015-04-07,61.02859115600586,29.225269317626953,70.30126190185547,21.934906005859375,126.68924713134766,26.17406463623047,46.02016067504883,29.3798828125,75.19840240478516,54.19783020019531,,38.54629135131836,78.65673828125,28.904178619384766,30.954938888549805,60.80356979370117,101.24833679199219,73.22708129882812,32.93035888671875,37.073890686035156
2015-04-08,61.31005096435547,29.139745712280273,70.16973876953125,22.079322814941406,126.87287902832031,26.133562088012695,45.72416687011719,29.689579010009766,75.3390121459961,54.34557342529297,,38.67794418334961,77.74446105957031,29.04119110107422,31.173828125,61.13773727416992,102.01881408691406,73.39274597167969,33.0089111328125,37.260231018066406
2015-04-09,61.39894485473633,29.253774642944336,70.40357208251953,22.027555465698242,124.21023559570312,26.25507164001465,46.0911979675293,29.681621551513672,75.40933227539062,54.39220428466797,,38.88576889038086,77.8836441040039,29.056415557861328,31.137367248535156,60.55488204956055,102.78071594238281,73.67179107666016,33.218814849853516,37.23857498168945
2015-04-10,61.73967742919922,29.132612228393555,70.29391479492188,21.97577667236328,124.90303039550781,26.584144592285156,46.1148796081543,29.697511672973633,75.12812042236328,54.12009048461914,,39.13516616821289,77.3811264038086,29.056415557861328,31.242748260498047,60.53935241699219,104.1846694946289,72.7562026977539,32.93845748901367,37.2255744934082
2015-04-13,61.7989616394043,29.004344940185547,69.80438232421875,21.877683639526367,124.3855209350586,26.209505081176758,45.8129768371582,29.57840347290039,75.219482421875,53.8868293762207,,39.093605041503906,76.89402770996094,28.630117416381836,30.942758560180664,59.55237579345703,102.66087341308594,72.54695129394531,33.154117584228516,37.10423278808594
2015-04-14,61.92488098144531,28.868938446044922,70.50585174560547,21.83953857421875,124.80284881591797,26.386699676513672,46.239200592041016,29.753093719482422,75.68347930908203,54.1356315612793,,39.23215866088867,78.08463287353516,28.774761199951172,30.492786407470703,59.8088264465332,101.03431701660156,73.80255126953125,33.434471130371094,37.51592254638672
2015-04-15,61.858211517333984,28.79055404663086,70.60813903808594,21.727819442749023,124.42726135253906,26.12849998474121,46.25101852416992,29.816612243652344,75.65538024902344,54.32999038696289,,39.107452392578125,77.8140640258789,28.668184280395508,29.96175193786621,59.74665069580078,100.60627746582031,73.51478576660156,33.47760009765625,37.15190505981445
2015-04-16,61.850799560546875,28.933074951171875,70.47660827636719,21.59157371520996,122.79124450683594,26.35126304626465,50.29420852661133,29.62605094909668,75.70458984375,54.48548889160156,,38.95505142211914,78.40933990478516,28.409366607666016,29.742843627929688,59.76999282836914,100.46929931640625,73.17475891113281,33.434471130371094,37.16057586669922
2015-04-17,61.13228225708008,28.719287872314453,70.00895690917969,21.22099494934082,120.67115020751953,26.199373245239258,50.47180938720703,29.356063842773438,75.07186126708984,53.86351776123047,,38.8580436706543,77.52025604248047,28.416980743408203,29.122608184814453,59.816619873046875,99.28791809082031,72.21558380126953,33.204429626464844,36.86153793334961
2015-04-20,61.38412094116211,28.975833892822266,70.51315307617188,21.291841506958008,122.12349700927734,26.6448974609375,50.30607223510742,29.3719539642334,75.4796371459961,53.22598648071289,,39.107452392578125,75.92765045166016,28.394132614135742,28.895584106445312,59.0472297668457,99.69883728027344,71.97145080566406,33.35539245605469,36.53219985961914
2015-04-21,61.539676666259766,29.06134605407715,70.71775817871094,21.261869430541992,122.9832763671875,26.376577377319336,49.755523681640625,29.006677627563477,79.55028533935547,53.95309829711914,,38.871910095214844,75.78076171875,28.622514724731445,29.118555068969727,59.00839614868164,100.40938568115234,72.13711547851562,33.10378646850586,36.43252182006836
2015-04-22,61.54708480834961,29.439050674438477,71.0831069946289,21.370868682861328,122.6827621459961,26.386699676513672,49.54240798950195,29.244901657104492,78.63633728027344,54.16416549682617,,38.941184997558594,76.0204086303711,28.645353317260742,28.534809112548828,58.69753646850586,99.29645538330078,71.86680603027344,33.146915435791016,36.293853759765625
2015-04-23,60.444244384765625,29.18250846862793,69.95050811767578,21.575223922729492,122.94984436035156,26.50313377380371,49.45953369140625,29.229015350341797,78.5308837890625,54.117271423339844,,38.99660873413086,73.39181518554688,28.888938903808594,28.753707885742188,58.378902435302734,99.3050308227539,71.89295196533203,33.11817169189453,36.32853317260742
2015-04-24,60.48157501220703,29.139745712280273,69.54131317138672,21.75505828857422,123.63429260253906,26.361391067504883,48.9859504699707,29.236961364746094,78.4886703491211,54.07816696166992,,39.05895233154297,73.15985870361328,28.87371063232422,29.065855026245117,58.38665771484375,98.9968490600586,71.727294921875,32.9312629699707,36.3805046081543
2015-04-27,60.18289566040039,29.097002029418945,69.04443359375,21.627002716064453,122.66603088378906,26.022186279296875,48.595252990722656,29.221073150634766,78.4043197631836,53.92961502075195,,38.83033752441406,72.44861602783203,28.751924514770508,28.59965705871582,57.97478485107422,99.61324310302734,72.52078247070312,32.780296325683594,36.18551254272461
2015-04-28,60.04846954345703,29.054224014282227,68.99329376220703,21.553424835205078,122.37395477294922,26.179121017456055,49.062904357910156,29.221073150634766,78.69257354736328,53.76544952392578,,38.864990234375,72.17803192138672,28.713855743408203,28.14158058166504,58.0524787902832,100.26383972167969,72.3289566040039,32.68683624267578,36.19417190551758
2015-04-29,59.62289047241211,28.854684829711914,68.96405792236328,21.22099494934082,120.90925598144531,25.41466522216797,48.97412109375,30.729772567749023,77.84187316894531,53.56216812133789,,38.497802734375,70.63951873779297,28.493104934692383,27.88619041442871,57.56289291381836,99.52761840820312,71.88426208496094,32.305850982666016,35.7998161315918
2015-04-30,59.36901092529297,28.904571533203125,69.5047836303711,21.267324447631836,119.72908020019531,25.33872413635254,49.412193298339844,30.467731475830078,77.11775207519531,52.60052490234375,,38.33847427368164,71.06473541259766,28.1885986328125,27.93484115600586,57.12770080566406,99.253662109375,70.8814697265625,32.14051055908203,35.1757698059082
2015-05-01,59.951412200927734,29.153995513916016,69.8262939453125,21.417190551757812,121.68762969970703,25.647550582885742,49.36482620239258,30.690067291259766,78.06684875488281,52.91325378417969,,38.587867736816406,72.36358642578125,28.287561416625977,28.429410934448242,57.539588928222656,100.32377624511719,72.1719970703125,32.744354248046875,35.505123138427734
2015-05-04,59.9962272644043,29.18963050842285,70.11128234863281,21.575223922729492,121.98892211914062,25.657676696777344,49.25825119018555,30.666255950927734,77.64502716064453,53.05398941040039,,38.69178771972656,72.8583755493164,27.914569854736328,28.380756378173828,57.23649597167969,100.43507385253906,72.84341430664062,32.88093948364258,35.6697998046875
2015-05-05,59.78714370727539,29.039979934692383,69.7239761352539,21.28911781311035,120.94265747070312,25.490598678588867,49.021480560302734,30.428035736083984,76.91384887695312,52.67872619628906,,38.539371490478516,72.58779907226562,27.495880126953125,27.651071548461914,56.66917419433594,99.33931732177734,75.77318572998047,32.62933349609375,35.388126373291016
2015-05-06,60.03357696533203,28.975833892822266,69.7678451538086,21.291860580444336,121.16866302490234,25.657676696777344,49.64896774291992,30.531269073486328,77.23728942871094,52.999263763427734,,38.310752868652344,72.82746124267578,27.381696701049805,28.295631408691406,57.135459899902344,98.78136444091797,76.22661590576172,32.49275207519531,35.44011688232422
